!01	Naginata (1)
!03	Naginata (2)
!05	Naginata (3)
!06	Naginata (4)
!07	Naginata (Sacred)
!08	Raptor Scythe (1)
!1!	Warp Blade (2)
!10	Raptor Scythe (2)
!12	Raptor Scythe (3)
!13	Raptor Scythe (4)
!14	Raptor Scythe (Sacred)
!15	Bonesplitter (1)
!17	Bonesplitter (2)
!19	Bonesplitter (3)
!20	Bonesplitter (4)
!21	Bonesplitter (Sacred)
!22	Mammen Axe (1)
!24	Mammen Axe (2)
!26	Mammen Axe (3)
!27	Mammen Axe (4)
!28	Mammen Axe (Sacred)
!3!	Warp Blade (3)
!30	Hammerhead Axe (2)
!32	Hammerhead Axe (3)
!33	Hammerhead Axe (4)
!34	Hammerhead Axe (Sacred)
!35	Ono (1)
!37	Ono (2)
!39	Ono (3)
!4!	Warp Blade (4)
!40	Ono (4)
!41	Ono (Sacred)
!42	Valaska (1)
!44	Valaska (2)
!46	Valaska (3)
!47	Valaska (4)
!48	Valaska (Sacred)
!49	Labrys (1)
!5!	Warp Blade (Sacred)
!51	Labrys (2)
!53	Labrys (3)
!54	Labrys (4)
!55	Labrys (Sacred)
!56	Flamen Staff (1)
!58	Flamen Staff (2)
!60	Flamen Staff (3)
!61	Flamen Staff (4)
!62	Flamen Staff (Sacred)
!63	Marrow Staff (1)
!65	Marrow Staff (2)
!67	Marrow Staff (3)
!68	Marrow Staff (4)
!69	Marrow Staff (Sacred)
!70	Hexblade (1)
!72	Hexblade (2)
!74	Hexblade (3)
!75	Hexblade (4)
!76	Hexblade (Sacred)
!77	Spirit Edge (1)
!79	Spirit Edge (2)
!81	Spirit Edge (3)
!82	Spirit Edge (4)
!83	Spirit Edge (Sacred)
!84	Holy Lance (1)
!86	Holy Lance (2)
!88	Holy Lance (3)
!89	Holy Lance (4)
!90	Holy Lance (Sacred)
!91	Tepoztopilli (1)
!93	Tepoztopilli (2)
!95	Tepoztopilli (3)
!96	Tepoztopilli (4)
!97	Tepoztopilli (Sacred)
!98	Warp Blade (1)
!@1	\dgreen;Evil Eye of the Clawstorm
!@2	\dgreen;Evil Eye of the Landmass
!@3	\dgreen;Evil Eye of the Glowing Blob
!@4	\dgreen;Evil Eye of the Fairy Witch
!@5	\dgreen;Evil Eye of the Bane Hunter
!@6	\dgreen;Dogma of Suffering
!@7	\dgreen;Dogma of Pain
!@8	\dgreen;Dogma of Hatred
!@9	\dgreen;Dogma of Terror
!@A	\dgreen;Dogma of Destruction
!@B	\dgreen;Signet of Skill
##.	\gold;Neutrality Pact
##^	\dgreen;Custom Signet of Learning
#01	\orange;Lord Aldric Jitan Trophy
#02	\orange;Legacy of Blood Trophy
#03	\orange;Judgement Day Trophy
#04	\orange;Akarat Trophy
#05	\orange;Kingdom of Shadow Trophy
#06	\orange;Duncraig Trophy
#07	\orange;Rathma Square Trophy
#08	\orange;Cathedral of Light Trophy
#09	\orange;Tran Athulua Trophy
#10	\orange;Quov Tsin Trophy
#11	\orange;Astrogha Trophy
#12	\orange;The Lord of Sin Trophy
#13	\orange;Viz-jun Trophy
#14	\orange;Archbishop Lazarus Trophy
#15	\orange;Triune Trophy
#16	\orange;Uldyssian's Trophy
#17	\orange;Black Road Trophy
#1^	\gold;Diablo's Essence
#2^	\orange;Pandora's Box
#X0	Gem
#X1	Cube Reagent (Secret)\n\orange;Emblem of Suffering
#X2	Cube Reagent (Secret)\n\orange;Emblem of Pain
#X3	Cube Reagent (Secret)\n\orange;Emblem of Hatred
#X4	Cube Reagent (Secret)\n\orange;Emblem of Terror
#X5	Cube Reagent (Secret)\n\orange;Emblem of Destruction
#X6	Cube Reagent (Secret)\n\orange;Emblem of Lies
#X7	Level Challenge 0
#X8	\red;Instructions\nLevel Challenge 0
#X9	Cube Reagent\n\orange;Griswold's Treasure
#Y^	Creator's Hand\nCongratulations!
&66	\orange;Mystic Orb\nKara's Trinket
david27	\blue;+18 Required Level\n-5 to All Attributes\n+1 to Sorceress Skill Levels\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
david28	\blue;+18 Required Level\n-5 to All Attributes\n+1 to Paladin Skill Levels\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
david29	\blue;+1 Required Level\n+(0 to 20) to Mana\n+(0 to 20) to Life\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
david3	\blue;+1 Required Level\n+(2 to 8) to Vitality\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
david30	\blue;+3 Required Level\nMaximum Mana +(0 to 2)%\n+(5 to 30) to Mana\nMaximum Life +(0 to 2)%\n+(5 to 30) to Life\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
david31	\blue;+5 Required Level\nMaximum Mana +(1 to 3)%\n+(10 to 50) to Mana\nMaximum Life +(1 to 3)%\n+(10 to 50) to Life\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
david4	\blue;+1 Required Level\n+(2 to 8) to Energy\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
david5	\blue;+3 Required Level\n+(5 to 15) to Strength\n+(0 to 2)% to Strength\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
david6	\blue;+3 Required Level\n+(5 to 15) to Dexterity\n+(0 to 2)% to Dexterity\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
david7	\blue;+3 Required Level\n+(5 to 15) to Vitality\n+(0 to 2)% to Vitality\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
david8	\blue;+3 Required Level\n+(5 to 15) to Energy\n+(0 to 2)% to Energy\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
david9	\blue;+5 Required Level\n+(10 to 20) to Strength\n+(2 to 3)% to Strength\n\grey;Cube With Corrupted Wormhole to Add Bonus\n\nCube Reagent
dead body	Dead Body
dead guard	Dead Guard
dead villager	Dead Villager
deadbarbarian	Dead Barbarian
deadbarbarian18	Dead Barbarian
deadperson	Corpse
deadperson2	Corpse
deathpole	Death Pole
debris	Debris
desc_vaca	I MOOST EAT YOU
dgr	Dagger
dir	Dirk
dog	Apple
door	Door
dr1	Wolf Head
dr2	Hawk Helm
dr3	Antlers
dr4	Falcon Mask
dr5	Spirit Mask
dr6	Alpha Helm
dr7	Griffon Headdress
dr8	Hunter's Guise
dr9	Sacred Feathers
dra	Totemic Mask
drains mana	Drains Mana
drains mana and stamina	Drains Mana and Stamina
drains stamina	Drains Stamina
drb	Blood Spirit
drc	Sun Spirit
drd	Earth Spirit
dre	Sky Spirit
drf	Dream Spirit
drinker	Drinker
drool	Drool
druidstr 	Druid
dtm	\grey;Cube Reagent\n\orange;Dark Tome
dummy	FLYING POLAR BUFFALO ERROR
dwell	Dwell
e10	Targe (3)
e11	Rondache (3)
e12	Heraldic Shield (3)
e13	Aerin Shield (3)
e14	Crown Shield (3)
e15	Preserved Head (3)
e16	Zombie Head (3)
e17	Unraveller Head (3)
e18	Gargoyle Head (3)
e19	Demon Head (3)
e20	Wolf Head (4)
e21	Hawk Helm (4)
e22	Antlers (4)
e23	Falcon Mask (4)
e24	Spirit Mask (4)
e25	Jawbone Cap (4)
e26	Fanged Helm (4)
e27	Horned Helm (4)
e28	Assault Helmet (4)
e29	Avenger Guard (4)
e30	Targe (4)
e31	Rondache (4)
e32	Heraldic Shield (4)
e33	Aerin Shield (4)
e34	Crown Shield (4)
e35	Preserved Head (4)
e36	Zombie Head (4)
e37	Unraveller Head (4)
e38	Gargoyle Head (4)
e39	Demon Head (4)
ear	Ear
earmorstandL	Armor Stand
earmorstandR	Armor Stand
eater	Eater
eats and spits corpses	Eats and Spits Corpses
eats and spits corspes	Eats and Spits Corspes
ebx	Vial of Elder Blood
ebz	Amulet
ecfra	Fire
edge	Edge
eflg	Town Flag
elx	Elixir
emblem	Emblem
eskillincasemasteryX	%d Percent Chance of Critical Strike
et1	\red;Elixir of Concentration (Disabled)
etorch1	Torch
etorch2	Torch
ettr	Torch
eunuch	Eunuch
evilurn	Evil Urn
eweaponrackL	Weapon Rack
eweaponrackR	Weapon Rack
expansionchar2x	EXPANSION CHARACTER
explodingbarrel	Barrel
explodingchest	Chest
ey2	\red;Elixir of Experience (Disabled)
ey3	\red;Elixir of Greed (Disabled)
ey4	\red;Elixir of Wealth (Disabled)
ey9	\red;Elixir of Adrenaline (Disabled)
eye	Eye
eyeUM	Eye
eyz	Eye
fana	Frozen Anya
fang	Fang
fangUM	Fang
feast	Feast
fester	Fester
fhl	Full Helm
finger	Finger
fire	Fire
fissure	fissure
fist	Fist
fistUM	Fist
fla	Flail
flag widlerness	Flag
flag wilderness	Flag
flame	Flame
flange	Flange
flb	Flamberge
flc	Falchion
fld	Field Plate
fletch	Fletch
flg	Flag
flight	Flight
fng	Fang
foralltehnewbz	\orange;Cube this item with two Town Portal Scrolls!\n---\nresult in devastating results. \nAny kind of twinking or help/innates will\nMake sure your character is fresh started!\nDifficulty: HARD\nRequired Level: 1
fort_terul	Terul
fringe	Fringe
froth	Froth
ful	Full Plate Mail
g$a	\purple;Chipped Onyx
g$b	\purple;Flawed Onyx
g$c	\purple;Onyx
g$d	\purple;Flawless Onyx
g$e	\purple;Perfect Onyx
g33	The Gidbinn
g34	The Golden Bird
gamble	gamble
gate	Main Gate
gax	Great Axe
gcb	\purple;Chipped Sapphire
gcg	\purple;Chipped Emerald
gcr	\purple;Chipped Ruby
gcv	\purple;Chipped Amethyst
gcw	\purple;Chipped Diamond
gcy	\purple;Chipped Topaz
gemX	Gem
gemeffect1	Helm: adds to strength\nShield: adds to shield's defense rating\nWeapon: adds to attack rating\n
gemeffect2	Helm: adds to maximum mana\nShield: adds resistance to cold\nWeapon: adds cold damage to attack\n
gemeffect3	Helm: adds to dexterity\nShield: adds resistance to poison\nWeapon: adds poison damage to attack\n
gemeffect4	Helm: adds to maximum life\nShield: adds resistance to fire\nWeapon: adds fire damage to attack\n
gemeffect5	Helm: adds to attack rating\nShield: adds to elemental resistances\nWeapon: adds to damage vs. undead\n
gemeffect6	Helm: adds to chance to find magic items\nShield: adds resistance to lightning\nWeapon: adds lightning damage to attack\n
gemeffect7	Helm: adds mana and life regeneration\nShield: adds attacker takes damage\nWeapon: adds mana and life steal to attack\n
gfb	\purple;Flawed Sapphire
gfg	\purple;Flawed Emerald
gfr	\purple;Flawed Ruby
gfv	\purple;Flawed Amethyst
gfw	\purple;Flawed Diamond
gfy	\purple;Flawed Topaz
ghm	Great Helm
gidbinn	Gidbinn
gidbinn altar	Gidbinn Altar
giftbox2	...What's in the Box!?\nCube me with...?
gis	Giant Sword
gix	Giant Axe
glb	\purple;Flawless Sapphire
gld	Gold
glg	\purple;Flawless Emerald
glr	\purple;Flawless Ruby
glv	Glaive
glw	\purple;Flawless Diamond
gly	\purple;Flawless Topaz
gmAma	
gmBar	
gmChangeCharter	
gmChangeSym	
gmChangeWebLink	
gmClass	
gmDonate	
gmGuildCharter	
gmGuildCurrentGoldPopup	
gmGuildCurrentGolds	
gmGuildDonateGoldPopup	
gmGuildMaster	
gmGuildName	
gmGuildNextLevel	
gmGuildNextLevelPopup	
gmGuildTag	
gmGuildTitle	
gmLevel	
gmName	
gmNec	
gmOfficer	
gmPal	
gmRemove	
gmSor	
gmWWW	
gma	Great Maul
gnarl	Gnarl
gnash	Gnash
goad	Goad
goo pile	Goo Pile
gorget	Gorget
gpb	\purple;Perfect Sapphire
gpg	\purple;Perfect Emerald
gpl	Strangling Gas Potion
gpm	Choking Gas Potion
gpr	\purple;Perfect Ruby
gps	Rancid Gas Potion
gpv	\purple;Perfect Amethyst
gpw	\purple;Perfect Diamond
gpy	\purple;Perfect Topaz
grasp	Grasp
greave	Greaves
grin	Grin
grinder	Grinder
grip	Grip
groundtomb	Tomb
groundtombL	Tomb
gsb	\purple;Sapphire
gsc	Grand Scepter
gsd	Great Sword
gsg	\purple;Emerald
gsr	\purple;Ruby
gsv	\purple;Amethyst
gsw	\purple;Diamond
gsy	\purple;Topaz
gth	Gothic Plate
gts	Gothic Shield
guard	Guard
guildaccepticon	
guildentererror	
guildmsgtext	
gutter	Gutter
guyq	Suffering Soul
gwn	Grim Wand
gyre	Gyre
gzv	\purple;Flawless Amethyst
hack	Hack
hal	Halberd
halbu	Halbu
halo	Halo
hand	Hand
harness	Harness
harp	Harp
hawk	Hawk
hax	Hand Axe
hbl	Plated Belt
hbt	Greaves
hbw	Hunter's Bow
hdm	Horadric Malus
head	Head
heals Zealots and Cantors	Heals Others
healthshrine	Health Shrine
heart	Heart
heartUM	Heart
hell bridge	Hell Bridge
hellgate	Hell Gate
hew	Hew
hfh	Hell Forge Hammer
hgl	Gauntlets
hidden stash	Hidden Stash
hiddenstash	Hidden Stash
hide	Hide
hiding spot	Hiding Spot
hirechat1	Thanks.
hirechat2	Thank you.
hirechat3	I needed that.
hiredanger1	I sense danger.
hiredanger2	I hate these vermin.
hiredanger3	I have a bad feeling about this.
hiredanger4	Beware!
hiredanger5	I detest spiders.
hiredanger6	Eek, snakes!
hiredismiss	Dismiss
hiredismisshire	Dismiss Hireling
hirefeelstronger2	I am more experienced.
hiregreets1	Good morning.
hiregreets2	Good afternoon.
hiregreets3	Good evening.
hiregreets4	Hello.
hirehelp1	I am hurt!
hirehelp2	Help!
hirehelp3	I am dying.
hirehelp4	Help me!
hireiconinfo1	Drop Potion on Portrait to Heal
hireiconinfo2	Right-click to Open Inventory (%s)
hirepraise1	It is good to work for someone who cares.
hirepraise2	Good for you.
hirerehire	Rehire
hireresurrect	Resurrect
hireresurrect2	Resurrect %s: %d
hla	Hard Leather Armor
hlm	Helm
hnrx	Cube Reagent\n\orange;Mark of Infusion
hold	Hold
hollow log	Hollow Log
holyshrine	Holyshrine
homing missiles	Homing Missiles Drain Mana
hood	Hood
horn	Horn
hornUM	Horn
hp1	Minor Healing Potion
hp2	Light Healing Potion
hp3	Healing Potion
hp4	Greater Healing Potion
hp5	Super Healing Potion
hratli	Hratli
hrb	Herb
hrn	Horn
hrt	Heart
hst	Horadric Staff
htor	\gold;Heroic Torch
hxb	Heavy Crossbow
ibk	Tome of Identify
ice	Keep it to thaw Anya\nMalah's Potion
icecave_torch1	Torch
icecave_torch2	Torch
icecavejar1	Jar
icecavejar2	Jar
icecavejar3	Jar
icecavejar4	Jar
icecaveshrine2	Shrine
impaler	Impaler
improved armor class	Improved Defense
improved damage	Improved Damage
improved durability	Improved Durability
improved to hit	Improved Attack Rating
increaseswithplaylevelX	(Based on Character Level)
inviteguildfailure	
inviteguildins	
inviteguildsuccess	
isc	Scroll of Identify
izual	Izual
j10	Eagle Orb (1)
j11	Sacred Globe (1)
j12	Smoked Sphere (1)
j13	Clasped Orb (1)
j14	Jared's Stone (1)
j15	Stag Bow (1)
j16	Reflex Bow (1)
j17	Maiden Spear (1)
j18	Maiden Pike (1)
j19	Maiden Javelin (1)
j20	Katar (1)
j21	Wrist Blade (1)
j22	Hatchet Hands (1)
j23	Cestus (1)
j24	Claws (1)
j25	Blade Talons (1)
j26	Scissors Katar (1)
j34	A Jade Figurine
j44	Eagle Orb (2)
j45	Sacred Globe (2)
j46	Smoked Sphere (2)
j47	Clasped Orb (2)
j48	Jared's Stone (2)
j49	Stag Bow (2)
j50	Reflex Bow (2)
j51	Maiden Spear (2)
j52	Maiden Pike (2)
j53	Maiden Javelin (2)
j54	Katar (2)
j55	Wrist Blade (2)
j56	Hatchet Hands (2)
j57	Cestus (2)
j58	Claws (2)
j59	Blade Talons (2)
j60	Scissors Katar (2)
j78	Eagle Orb (3)
j79	Sacred Globe (3)
j80	Smoked Sphere (3)
j81	Clasped Orb (3)
j82	Jared's Stone (3)
j83	Stag Bow (3)
j84	Reflex Bow (3)
j85	Maiden Spear (3)
j86	Maiden Pike (3)
j87	Maiden Javelin (3)
j88	Katar (3)
j89	Wrist Blade (3)
j90	Hatchet Hands (3)
j91	Cestus (3)
j92	Claws (3)
j93	Blade Talons (3)
j94	Scissors Katar (3)
j95	Eagle Orb (4)
j96	Sacred Globe (4)
j97	Smoked Sphere (4)
j98	Clasped Orb (4)
j99	Jared's Stone (4)
jack	Jack
jade	Jade
jar	Jar
jar1	Jar
jar2	Jar
jar3	Jar
jav	Javelin
jaw	Jawbone
jerhyn	Jerhyn
jew	Jewel
joinedguildfailure	
joinedguildsuccess	
jug	Jug
k.Z	\red;Key of Damnation
k01	Circlet (1)
k02	Coronet (1)
k03	Tiara (1)
k04	Diadem (1)
k09	Circlet (2)
k10	Coronet (2)
k11	Tiara (2)
k12	Diadem (2)
k17	Circlet (3)
k18	Coronet (3)
k19	Tiara (3)
k20	Diadem (3)
k21	Circlet (4)
k22	Coronet (4)
k23	Tiara (4)
k24	Diadem (4)
k@k	The Book of Lies
kZ8	\gold;Sunless Crystal Bird
kazm	\grey;Quest Item\n\gold;Key of Sin
kbEarth	Earth Elemental
kbFiend	Hell Rat
kbFire	Fire Elemental
kbIce	Ice Elemental
kbKabraxis	Kabraxis, the Thief of Hope 
kbLight	Light Elemental
kbMagic	Magic Elemental
kbPillarOfSkulls	Pillar of Skulls
kbSkeleton	Shadow Self
kbel	\grey;Quest Item\n\gold;Key of Lies
kbossEarth	Spirit of Stone
kbossFire	Spirit of Hell
kbossIce	Spirit of Frost
kbossLight	Spirit of Electrum
kbossMagic	Spirit of Wizardry
key	Key
kfau	\grey;Quest Item\n\gold;Mind Warp
kill	Kill
kit	Kite Shield
kkab	unused :(
knell	Knell
knot	Knot
knuckle	Knuckle
kpac	\orange;Cherry
kri	Kris
ktax	\orange;Pulsating Worldstone Shard
ktgx	\orange;Pulsating Worldstone Crystal
ktor	\grey;Quest Item\n\gold;Edyrem's Time-Travel
ktox	\grey;Quest Item\n\gold;Dimensional Link
ktr	Katar
kvoi	\grey;Quest Item\n\gold;Abyss Gate
l10	Wand (1)
l11	Yew Wand (1)
l12	Bone Wand (1)
l13	Grim Wand (1)
l18	Wand (2)
l19	Yew Wand (2)
l20	Bone Wand (2)
l21	Grim Wand (2)
l26	Wand (3)
l27	Yew Wand (3)
l28	Bone Wand (3)
l29	Grim Wand (3)
l30	Wand (4)
l31	Yew Wand (4)
l32	Bone Wand (4)
l33	Grim Wand (4)
l34	War Hammer (1)
l35	Maul (1)
l36	Great Maul (1)
l40	War Hammer (2)
l41	Maul (2)
l42	Great Maul (2)
l46	War Hammer (3)
l47	Maul (3)
l48	Great Maul (3)
l49	War Hammer (4)
l50	Maul (4)
l51	Great Maul (4)
l52	Light Crossbow (1)
l53	Crossbow (1)
l54	Heavy Crossbow (1)
l55	Repeating Crossbow (1)
l60	Light Crossbow (2)
l61	Crossbow (2)
l62	Heavy Crossbow (2)
l63	Repeating Crossbow (2)
l68	Light Crossbow (3)
l69	Crossbow (3)
l70	Heavy Crossbow (3)
l71	Repeating Crossbow (3)
l72	Light Crossbow (4)
l73	Crossbow (4)
l74	Heavy Crossbow (4)
l75	Repeating Crossbow (4)
l@l	\grey;Quest Item\n\gold;Skinrender's Sigil
lance	Lance
larva	Larva
lash	Lash
lawl	Soulkeeper\nCongratulations!
lax	Large Axe
lbb	Long Battle Bow
lbl	Sash
lbt	Boots
lbw	Long Bow
lea	Leather Armor
leg	Wirt's Leg
level	Level
lgl	Leather Gloves
lmao	Diablo 4
lock	Lock
lockedchest	Locked Chest
lok	Crystalline Flame Medallion
loom	Loom
loop	Loop
loose boulder	Loose Boulder
loose rock	Loose Rock
lowercasecancel	cancel
lrg	Large Shield
lsd	Long Sword
lst	Long Staff
ltp	Light Plate
lust	Lust
luv	The Black Tower Key
lwb	Long War Bow
lxb	Light Crossbow
m@m	\grey;Quest Item\n\gold;Spinecracker's Sigil
mac	Mace
maggot	Maggot
magic shrine	Magic Shrine
magic shrine2	Magic Shrine
maim	Maim
mallet	Mallet
manashrine	Shrine
mangler	Mangler
mantle	Mantle
mar	Mar
mark	Mark
mask	Mask
master	Master
mau	Maul
maul	Maul
maw	Maw
max	MAX
mbl	Belt
mbt	Chain Boots
mec	Cube Reagent\n\orange;Meditation Candle
merc01	Luna
merc02	Visala
merc03	Annor
merc04	Abhaya
merc05	Leda
merc06	Paige
merc07	Basanti
merc08	Blaise
merc09	Kyoko
merc10	Klaudia
merc11	Kundri
merc12	Kyle
merc13	Amplisa
merc14	Elexa
merc15	Floria
merc16	Fiona
merc17	Gwinni
merc18	Gaile
merc19	Hannah
merc20	Heather
merc21	Iantha
merc22	Diane
merc23	Isolde
merc24	Divo
merc25	Ithera
merc26	Itonya
merc27	Liene
merc28	Maeko
merc29	Mahala
merc30	Liaza
merc31	Meghan
merc32	Olena
merc33	Oriana
merc34	Ryann
merc35	Rozene
merc36	Raissa
merc37	Sharyn
merc38	Shikha
merc39	Debi
merc40	Tylena
merc41	Wendy
merca201	Hazade
merca202	Alhizeer
merca203	Azrael
merca204	Ahsab
merca205	Chalan
merca206	Haseen
merca207	Razan
merca208	Emilio
merca209	Pratham
merca210	Fazel
merca211	Jemali
merca212	Kasim
merca213	Gulzar
merca214	Mizan
merca215	Leharas
merca216	Durga
merca217	Neeraj
merca218	Ilzan
merca219	Zanarhi
merca220	Waheed
merca221	Vikhyat
merca222	Jelani
merca223	Barani
merca224	Jabari
merca225	Devak
merca226	Raldin
merca227	Telash
merca228	Ajheed
merca229	Narphet
merca230	Khaleel
merca231	Phaet
merca232	Geshef
merca233	Vanji
merca234	Haphet
merca235	Thadar
merca236	Yatiraj
merca237	Rhadge
merca238	Yashied
merca239	Jarulf
merca240	Ra-Kalas
merca241	El-Hazad
merclevelup	I feel much stronger now
meshif	Meshif
mgl	Chain Gloves
minion	Minion
minipanelHelp	Help
minipanelautomap	Automap
minipanelchar	Character
minipanelinv	Inventory
minipanelmenubtn	Game Menu
minipanelmessage	Message Log
minipanelparty	Party Screen
minipanelquest	Quest Log
minipanelspecial	 (%s)
minipaneltree	Skill Tree
mon_acidprince	Kiss Me!, Poison Hit
mon_afkmonster	AFK
mon_aldric	Tri-Elemental Hit
mon_antivuln2	Aura Renders Koth Invulnerable!
mon_astralguardian	Shields You on Striking
mon_auratitan	Stun Attack, Aura Enchanted
mon_barrierstrike	Casts Barrier Strike
mon_bat2	Lightning Hit, Teleportation
mon_bat3	Charge, Lightning Hit
mon_belialpet	\dgreen;Summoned by Belial
mon_blitz	Blitzkrieg!
mon_bloodlustdeath	Bloodlust Death!
mon_blurred	Cannot be Hit while Moving
mon_boss	Aura Enchanted
mon_butchertower	Sacrificial Altar
mon_bzzspider	Lightning Hit, Flash Attack
mon_carebear	\yellow;Elite, \dgrey;Carebear
mon_cavetroll1	Hoarder Poison Flash Regenerates
mon_charge	Charge Attack
mon_chargecold	Charge, Cold Hit
mon_chargefire	Charge, Fire Hit
mon_charging	Charge
mon_charmmeplz	Charm Me Plz
mon_chillboost	Speeds Up when Chilled
mon_coldhit	Cold Hit
mon_corpseworm	Jungle Plague
mon_crash	This Window Has Crashed
mon_cursedeath	Cursed Death
mon_darkfey1	Enrages near Death
mon_dblossom	Death Blossom
mon_deathwing	Blade Barrier
mon_donotkill	Aura Removes Death Projector's Immunities!
mon_egg	Do Not Kill Unless You Know What You're Doing
mon_elite	\yellow;Elite
mon_explosion	Explosive Death
mon_fallenchild	Fire Hit, Explosive Death
mon_feyr	Fears Minions Spawns Nightmares
mon_firehit	Fire Hit
mon_fireprince	Charge, Fire Hit, Pierces Fire Resistance
mon_firespit	Respawns on Death! Ranged Physical Attack
mon_flurry	Flurry of Javelins
mon_gargoylehit	Shower of Rocks Lightning Hit
mon_geo	Aura Enchanted, Earth Enchanted
mon_ghost	Invisibility
mon_ghoul	Invisibility, Cold Hit
mon_glavewurm	Blade Attack Bounces between Targets
mon_goatpriest	Life Lost Adds to Damage
mon_hammertime	Hammer Time
mon_hero1	Aura Enchanted
mon_hero3	Aura Enchanted Crushing Blow
mon_hero4	Aura Enchanted Slows Target
mon_hero5	Aura Enchanted Heals on Striking
mon_hiddenboss	Summoner Only Vulnerable after Using Wychwind Spell
mon_hiddenminion	Only Vulnerable after Attacking
mon_hitsthelseplz	Invulnerable to Mortals
mon_icebeam	Cold Hit Ice Beam Attack
mon_iceprince	Kiss Me!, Cold Hit
mon_immolation	Immolation Hit
mon_invader	Spectral Hit, Teleportation
mon_invisible	Invisibility
mon_invisslave	Invisibility, Terrifies Minions!
mon_irekyou	Samael, Herald of the End
mon_killdesc	Kill to Temporarily Weaken Akarat
mon_landmines	Landmine Death
mon_lazfigure	DANGER - Do Not Break
mon_letskillgod	Kill to Weaken Others
mon_lightninghit	Charged Hit
mon_lightningtrap	Lightning Hit, Trapped Corpse!
mon_lizardking	Stone Curse
mon_lulz1	\yellow;Elite, \dgrey;Lolcat
mon_lulz2	\yellow;Elite, \dgrey;Thunderslam Ho!
mon_master	\dgreen;Veteran
mon_meat	RUN!
mon_mootime	Spectral Hit, Time Strike!
mon_neonz	Slowing Hit
mon_newrust	Heals when Fleeing, Rust Storm!
mon_pewpewpew	Omg Lazorgunz!
mon_poisonhit	Poison Hit
mon_punisherspiral	Shield Generator Casts Punishment Spiral
mon_rathma_chosen	Rathma's Chosen
mon_royalguard	Tri-Elemental Hit
mon_sarandesh	Summons Flits
mon_scim	Teleporting Hit, Nova Death
mon_shadowbolts	Fires Shadow Bolts
mon_shieldgen	Shield Generator
mon_shockwaves	Shockwave When Damaged
mon_slave	Terrifies Minions!
mon_slimer	Casts Miasma Enrages at Low Health
mon_slow	Slows Target
mon_smasher	Me Smash Yoo
mon_snakepoison	Snake Poison
mon_soulburner	Cursed Death, Poison Death
mon_spiderstatue	Spawns Darklings Heals Monsters on Death
mon_spideyflame	Fire Hit, Fireball Attack
mon_spikedterror	Homing Spikes Explodes on Death
mon_spiritdeath	Cold Hit, Spirit Death
mon_spit	Eats and Spits Explosive Corpses
mon_stamgnat	Stamina Drain, Open Wounds, Poison Flash
mon_steak3	Hides and Moooves Silently
mon_steak4	Texas Giant Special
mon_steak5	Summons More Cowbell
mon_stone	Heals in Stone Form
mon_stungnat	Stun Attack, Open Wounds, Poison Flash
mon_sumarc	\yellow;Elite\dgreen; Summoned by Que-Hegans
mon_sumbee	\yellow;Elite\dgreen; Summoned by Elite Beetles
mon_sumhive	\yellow;Elite\dgreen; Summoned by Hivehosts
mon_summonar	Raises Undead
mon_sumspy	\yellow;Elite\dgreen; Summoned by Broodmothers
mon_sumstatue	\dgreen; Summoned by Spider Statue
mon_sunlessgrace	Amazing Grace
mon_superghost	Invisibility, Teleportation
mon_superpriest	Dark Power Death!
mon_teganze1	Absorbs \red;Fire\grey; Damage
mon_teganze2	Absorbs \blue;Cold\grey; Damage
mon_teganze3	Ignores \green;Poison\grey; Resistance
mon_teganze4	Absorbs \orange;Magic\grey; Damage
mon_teganze5	Absorbs \yellow;Lightning\grey; Damage
mon_telecoldhit	Teleport Attack Cold Hit
mon_telefirehit	Teleport Attack Fire Hit
mon_thefire	Fire Hit, Mark of the Wild
mon_therage	Mark of the Wild
mon_thunderltng	Lightning Hit, Claw Tornado
mon_timestrike	Time Strike!
mon_timetravel	Use Edyrems to Travel Back in Time
mon_toad	Stun Attack, Arcane Fury!
mon_tobesacced	Sacrifice Me
mon_trollelite	Umad?
mon_trollphae	Casts Trollphase
mon_undead3k	Casts Zen Bolt
mon_undead4k	Casts Zen Bolt Casts Soulstorm
mon_undead5k	Casts Zen Bolt Casts Bloodstorm
mon_ureh_dead	Poison Hit, Bloodlust on Striking!
mon_vamp	Inflicts Life Degeneration
mon_vampirepriest	Casts Gamma Field Casts Slicer Blades
mon_woah	Warning: Do Not Feed
mon_woundsgnat	Stamina Drain, Open Wounds, Poison Flash
monsteruniqueprop1	Cold Enchanted
monsteruniqueprop2	Lightning Enchanted
monsteruniqueprop3	Mana Burn
