skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	ListPool	* Marco / counter	IconCel	str name	str short	str long	str alt	str mana	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	eol
prowl	0	0	0	0	0	new skill	0	SkillnameWingedStrike	SkillsdWingedStrike	SkillsdWingedStrike	SkillnameWingedStrike	StrSkill3	7	clc1											1				1					14					2	StrSkill4	DescPctToAtt	ln34																						2	StrSkill22	StrSkill23	toht		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameWingedStrike	4		65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	"(((260*(stat('energy'.accr)+10)))/(stat('energy'.accr)+250))+(min(((stat('energy'.accr)*stat('enr_factor'.accr)/15000)+(stat('strength'.accr)*stat('str_factor'.accr)/15000)),200))"																						0
blindside	0	0	0	0	0		0	SkillnameBlindside	SkillsdBlindside	SkillsdBlindside	SkillnameBlindside	StrSkill3	5												1				1					19	DescTargetComp		ln78		6	DescStopReadingThis		edmx																	12	StrSkill48		250		18	DescBetaPierce				18	DescBlank				18	DescItemSkill																																							0
ultimative_punbarrage	0	0	0	0	0		0	ultimative_punbarrage	ultimative_punbarrage	ultimative_punbarrage	ultimative_punbarrage																																																																																																							0
ultimative_stampede	0	0	0	0	0		0	ultimative_stampede	ultimative_stampede	ultimative_stampede	ultimative_stampede																																																																																																							0
ultimative_cowrush	0	0	0	0	0		0	ultimative_cowrush	ultimative_cowrush	ultimative_cowrush	ultimative_cowrush																																																																																																							0
ultimative_arrowside	0	0	0	0	0		0	ultimative_arrowside	ultimative_arrowside	ultimative_arrowside	ultimative_arrowside																																																																																																							0
ultimative_skillX	0	0	0	0	0		0	ultimative	ultimative	ultimative	ultimative				frozencrowncenter																																																															sorceress_cast_cold											ice_cast_3								frozencrowncenter													1	2		none	0
wyrmshot_x	0	0	0	0	0		0	SkillnameDstrike2	SkillsdAvengingFury	SkillsdAvengingFury	SkillnameDstrike2	StrSkill3	5												1				1																														50	DescTargetComp		50		50	DescAttackUpToN	DescTarge	50		50	DescThreeFourBlank				18	DescItemSkill																			50	DescBlank				50	Sksyn	SkillnameDstrike2	50		50	SkillnameGhostArrow	DescRSSSSS								0
queenofblades_x	0	0	0	0	0		0	SkillnameBladeQ	SkillsdBladeQ	SkillsdBladeQ	SkillanBladeQ	StrSkill3	5												1				1					12	StrSkill20		len																						50	DescUpToN	DescBladesMax	50		50	DescBladeBabble				50	DescBlank				18	DescItemSkill																																							0
superbeast_x	0	0	0	0	0		0	SkillnameRob	SkillsdRob	SkillsdRob	SkillnameRob	StrSkill3																	1					12	StrSkill20		len		2	DescDmgMPH	StrSkill23	((440*lvl) * (par6-par5))/(100 * (lvl+50)) + par5		2	StrSkill75	StrSkill23	((440*lvl) * (par6-par5))/(100 * (lvl+50)) + par5																											18	DescItemSkill																																							0
dualveilking	0	0	0	0	0		0	vksummdesc3	vksummdesc1	vksummdesc1	vksummdesc4	StrSkill3																	1					35	DescSummonDmg		((1+pst3)*(100+((stat('skill_minion_dmg_percent'.accr)*(100-stat('deathlord_penalty'.accr)))/100)))/100	((6+pst3)*(100+((stat('skill_minion_dmg_percent'.accr)*(100-stat('deathlord_penalty'.accr)))/100)))/100	3	DescPainless	DescHitPointz	((1+(pst1/256))*(100+clc1))/100																											18	vksummdesc2				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-18)/6)),19)),2)+stat('skill_more'.accr)"																																				0
agsagaggaxcx	0	0	0	0	0		0	agsagaggaxcx	agsagaggaxcx	agsagaggaxcx	agsagaggaxcx																																																																																																							0
newtimefreezeX	0	0	0	0	0		0	newtimefreezeXy	newtimefreezeXy	newtimefreezeXy	newtimefreezeXy																																																																																																							0
newathuluaswrath	0	0	0	0	0		0	newathuluaswrath	newathuluaswrath	newathuluaswrath	newathuluaswrath																																																																																																							0
newtantrum	0	0	0	0	0		0	NewTantrum	NewTantrumDesc	NewTantrumDesc	NewTantrum	StrSkill3	5												1				1					12	StrSkill20		50																											73	WeapDamsk		1	3	18	DescBlank				18	DescItemSkill																																							0
quest_summonskillaaaa	0	0	0	0	0		0	asfasfasentire	summonnewbossdesc	summonnewbossdesc	asfasfasshort	StrSkill3																	1					12																																								18	DescItemSkill																																							0
tanchjlenh2	0	0	0	0	0		0	tanchjlenh2	tanchjlenh0	tanchjlenh0	tanchjlenh2	StrSkill3	5												1				1																																													18	DescItemSkill																			50	DescBlank				50	Sksyn	SkillnameDstrike2	50		50	SkillnameGhostArrow	DescRSSSSS								0
newhomingknive	0	0	0	0	0		0	newhomingknifexx	newhomingknifexx	newhomingknifexx	newhomingknifexx																																																																																																							0
lc0_summonskill	0	0	0	0	0		24	SkillnameLC0	SkillsdLC0	SkillsdLC0	SkillanLC0	StrSkill3																	1					12																																								18	DescItemSkill																																							0
bosskillerspell2	0	0	0	0	0		27	SkillnameBossKiller2	SkillsdBossKiller2	SkillsdBossKiller2	SkillnameBossKiller2	StrSkill3																																															18	DescTellMeNewDamage				12	DescDelayZ		125		18	DescBlank				18	DescItemSkill																																							0
mobkillerspellx	0	0	0	0	0		25	SkillnameMobKillerX	SkillsdMobKillerX	SkillsdMobKillerX	SkillnameMobKillerX	StrSkill3																																															18	DescMobKillerX				12						DescBlank				18	DescItemSkill																																							0
bossdefenderspell	0	0	0	0	0		26	SkillnameBossDefender	SkillsdBossDefender	SkillsdBossDefender	SkillnameBossDefender	StrSkill3																																															18	DescBossDefender				12	DescDelayZ		500		18	DescBlank				18	DescItemSkill																																							0
timerless_pounce	0	0	0	0	0		28	SkillnameWhaaWhaaWhaaa	SkillsdWhaaWhaaWhaaa	SkillsdWhaaWhaaWhaaa	SkillanWWWhaaa	StrSkill3	5												1				1					3	DescBonusMagDmg	DescPctStrOrDex	lvl*30																						18	DescPounceNurfed7				73	WeapDamsk		5	4	18	DescBlankPounce				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-12)/6)),20)),2)+stat('skill_more'.accr)"																																				0
newlicheform	0	0	0	0	0		0	SkillnameGodform	SkillsdGodform	SkillsdGodform	SkillnameGodform	StrSkill3	5																1					12	StrSkill20		len		3	DescSpamPunishers	DescPunishers	9001																	12	DescDelayZ		750		18	DescBlankInvu									18	DescItemSkill																																							0
quest_summonsecretskill	0	0	0	0	0		29	SkillnameDarkerSumm	SkillsdDarkerSummoning	SkillsdDarkerSummoning	SkillnameDarkerSumm	StrSkill3																	1					12	DescDelayZ		125																																					18	DescItemSkill																																							0
searinglight	0	0	0	0	0		0	SkillnameBlamLight	SkillsdBlamLight	SkillsdBlamLight	SkillnameBlamLight	StrSkill3	5																1					12	DescDazzleDur		(ln12*(100+stat('passive_wrath_synergy'.accr)+stat('profession_duration_mod'.accr)))/100		10					9															18	DescDazzleEffect														18	DescItemSkill																																							0
brimstone	0	0	0	0	0		0	SkillnameBrom	SkillsdBrom2	Realm RW+K700KK701:K725	SkillnameBrom	StrSkill3	9													holytrapflames			1										29					27															12	StrSkill20		125												18	DescItemSkill																																							0
risingdawn	0	0	0	0	0		0	SkillnameRisingDawn	SkillsdRisingDawn	SkillsdRisingDawn	SkillnameRisingDawn	StrSkill3	5																1					10					9					8																														18	DescItemSkill																																							0
ringoflight	0	0	0	0	0		0	SkillnameRing	SkillsdRing	SkillsdRing	SkillnameRing	StrSkill3	9																1										27																				12	StrSkill20		75												18	DescItemSkill																																							0
magerage	0	0	0	0	0		30	SkillnameMageRage	SkillsdMagerage	SkillsdMagerage	SkillnameMageRage																																																																																																							0
xteleport	0	0	0	0	0		31	SkillnameXTeleport	SkillsdXTeleport	SkillsdXTeleport	SkillnameXTeleport	StrSkill3																	1					12	DescDelayZ		50																																18	DescBlank				18	DescItemSkill																																							0
thundercrack	2	1	2	2	0		76	SkillnameThundercrack	SkillsdThundercrack	SkillsdThundercrack	SkillnameThundercrack	StrSkill3	5												1				1					3	DescCracking	DescSmokeeeeeeeer	100-lvl																						5	DescLightBolts		clc1							18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+(ulvl/6)),22)),2)+stat('skill_more'.accr)"	40	SksynSelf	SkillnameThundercrack	4		65	DescSelf	DescCracksmokers			18	DescSelfSynergy																								0
stormcall	2	2	2	2	0		78	SkillnameStormcall	SkillsdStormcall	SkillsdStormcall	SkillnameStormcall	StrSkill3	5																1					10					9	StrSkillPhysDm																																		73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-6)/6)),21)),2)+stat('skill_more'.accr)"	40	Sksyn	SkillnameStormcall	4		65	strchrenghard	DescLtngSyn			65	strchrenghard	DescPhysSyn			67	DescCurrentSyn	DescPctNoS	"(((260*(stat('energy'.accr)+10)))/(stat('energy'.accr)+250))+(min(((stat('energy'.accr)*stat('enr_factor'.accr)/15000)+(stat('strength'.accr)*stat('str_factor'.accr)/15000)),200))"																	0
hammerofZerae	2	3	2	2	0		80	SkillnameHammerofzerae	SkillsdHammerofzerae	SkillsdHammerofzerae	SkillnameHammerofzerae	StrSkill3	5																1					35	DescLDtoWPN		edmn	edmx																					73	WeapDamsk		3	2	18	DescBlank									73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-12)/6)),20)),2)+stat('skill_more'.accr)"	40	Sksyn	SkillnameHammerofzerae	4		65	strchrenghard	DescLtngSyn			67	DescCurrentSyn	DescPctNoS	"(((260*(stat('energy'.accr)+10)))/(stat('energy'.accr)+250))+(min(((stat('energy'.accr)*stat('enr_factor'.accr)/15000)+(stat('strength'.accr)*stat('str_factor'.accr)/15000)),200))"																						0
asterism	2	4	2	2	0		82	SkillnameAsterism	SkillsdAsterism	SkillsdAsterism	SkillnameAsterism																		1					2	DescBlank	DescToAsterism	edmn		3	DescTCDLioness	StrSkill23	5*lvl																	2	DescBlank	DescAsterismPierce	-(20+blvl)							73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-18)/6)),19)),2)+stat('skill_more'.accr)+(skill('DSK 2'.pst1)/2)"	18	DescThisIsACDC				40	SksynSelf	SkillnameAsterism	4		65	DescSelf	DescAsterismSyn			18	DescSelfSynergy																								0
magneticfield	2	5	2	2	0		84	SkillnameMagneticfield	SkillsdMagneticfield	SkillsdMagneticfield	SkillnameMagneticfield	StrSkill3	5												1				1					10																									18	DescMagneticOverpower				18	DescBlank									73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-24)/6)),18)),2)+stat('skill_more'.accr)"	40	Sksyn	SkillnameMagneticfield	4		65	strchrenghard	DescLtngSyn			67	DescCurrentSyn	DescPctNoS	"(((260*(stat('energy'.accr)+10)))/(stat('energy'.accr)+250))+(min(((stat('energy'.accr)*stat('enr_factor'.accr)/15000)+(stat('strength'.accr)*stat('str_factor'.accr)/15000)),200))"		18	DescBlank				40	SksynSelf	SkillnameMagneticfield	4		65	DescSelf	DescMagnetik			18	DescSelfSynergy				0
obliteration	2	1	2	2	0		98	SkillnameObliteration	SkillsdObliteration	SkillsdObliteration	SkillaltObliteration	StrSkill3	5																1					11					9																				18	DescObliteration				18	DescBlank									73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+(ulvl/6)),22)),2)+stat('skill_more'.accr)"	40	Sksyn	SkillnameObliteration	4		65	strchrenghard	DescPhysSyn			67	DescCurrentSyn	DescPctNoS	"(((260*(stat('energy'.accr)+10)))/(stat('energy'.accr)+250))+(min(((stat('energy'.accr)*stat('enr_factor'.accr)/15000)+(stat('strength'.accr)*stat('str_factor'.accr)/15000)),200))"																						0
noctule	1	5	1	1	0		100	SkillnameNoctule	SkillsdNoctule	SkillsdNoctule	SkillnameNoctule	StrSkill3	5												1				1					6	DescStopReadingThis		edmx		38	DescAwwBats	DescBatman	((40+lvl)/2)*2	(((40+lvl)/2)*6																					73	WeapDamsk		1	2	18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-24)/6)),18)),2)+stat('skill_more'.accr)"	40	Sksyn	SkillnameNoctule	4		65	SkillnameLethalS	DescNoctule																												0
shadowdancer	1	3	1	1	0		104	SkillnameShadowdancer	SkillsdShadowdancer	SkillsdShadowdancer	SkillnameShadowdancer																		1					2	DescPartyTime	StrSkill23	edmn																						12	DescBloodbathBuff		blvl*5		2	DescAK47	StrSkill23	4+blvl		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-12)/6)),20)),2)+stat('skill_more'.accr)"	40	Sksyn	SkillnameShadowdancer	4		65	DescSelf	DescBloodbathHPSyn			65	DescSelf	DescCriticalSyn			18	DescSelfSynergy																			0
backstab	1	1	3	1	0		102	SkillnameBackstab	SkillsdBackstab	SkillsdBackstab	SkillnameBackstab	StrSkill3	5												1				1										2	StrSkill30	StrSkill23	toht																	3	DescCrushEm	StrSkill23	"min(100, 10+(4*blvl))"							18	DescElaboratePlssss				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+(ulvl/6)),22)),2)+stat('skill_more'.accr)"	40	SksynSelf	SkillnameBackstab	4		65	DescSelf	DescBackstabSyn			18	DescSelfSynergy																								0
windform	1	5	2	1	0		82	SkillnameWindform	SkillsdWindform	SkillsdWindform	SkillnameWindform	StrSkill3	5												1				1					12	DescOver		edln		35	DescPDtoWPN		(edmn*edln)/256	(edmx*edln)/256	3	DescACBonus	StrSkill23	lvl*10												6	DescLifeOnHitPwn		5+(blvl-1)		73	WeapDamsk		3	2	18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-24)/6)),18)),2)+stat('skill_more'.accr)"	40	SksynSelf	SkillnameWindform	4		65	DescSelf	DescWelcomeBack			18	DescSelfSynergy																								0
deadalus	1	4	2	1	0		84	SkillnameDeadalus	SkillsdDeadalus	SkillsdDeadalus	SkillnameDeadalus																		1					35	DescLDtoWPN		"(edmn*(100+max(((ulvl-90)*2),0)))/100"	"(edmx*(100+max(((ulvl-90)*2),0)))/100"	2	DescDeadalusAtt	StrSkill23	ln12																	12	StrDaedalusBH		(blvl/3)		2	DescBlank	DescLifePerBerry	50+(blvl*blvl)		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-18)/6)),19)),2)+stat('skill_more'.accr)"	40	SksynSelf	SkillnameDeadalus	4		63	DescSelf	DescLDtoWPNsyn	par5		65	DescSelf	DescLivingFlameSyn			65	DescSelf	DescDaedalusBH			18	DescSelfSynergy														0
deathgaze	1	3	2	1	0		86	SkillnameDeathgaze	SkillsdDeathgaze	SkillsdDeathgaze	SkillnameDeathgaze	StrSkill3	5												1				1					6	DescColdConvertJav		edmx																						73	WeapDamsk		4	5						18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-12)/6)),20)),2)+stat('skill_more'.accr)"																																				0
ironspiral	1	2	2	1	0		78	SkillnameIronspiral	SkillsdIronspiral	SkillsdIronspiral	SkillnameIronspiral	StrSkill3	5												1				1					6	DescFireConvertJav		edmx																						66	DescICantFindIt		50		73	WeapDamsk		1	2	18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-6)/6)),21)),2)+stat('skill_more'.accr)"																																				0
iceburst	1	2	1	1	0		80	SkillnameIceburst	SkillsdIceburst	SkillsdIceburst	SkillnameIceburst	StrSkill3	5												1				1					19	StrSkill56		6+lvl																						3	DescIceburst	StrSkill23	(7+(blvl*3))*(-1)		18	DescIceburstb				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-6)/6)),21)),2)+stat('skill_more'.accr)"	40	SksynSelf	SkillnameIceburst	4		65	DescSelf	DescIceburstSyn			18	DescSelfSynergy																								0
werewolfform	1	1	3	1	0		112	SkillnameWolfform	SkillsdWolfform	SkillsdWolfform	SkillnameWolfform	StrSkill3																	1					12	StrSkill20		((par1+((lvl-1)*250))*(100+stat('profession_duration_mod'.accr)))/100		6	DescToAttRating		par2+(lvl*lvl*5)																	2	DescShouldntThisExistAlready	DescPctBr	4+(blvl/2)		18	DescBlankThisIsDUDU				36	DescLycDisabled	DescLycEnabled	pst1		73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+(ulvl/6)),22)),2)+stat('skill_more'.accr)"	40	SksynSelf	SkillnameWolfform	4		65	DescSelf	DescWolfSelfSyn			18	DescSelfSynergy																								0
manapulse	1	2	3	1	0		114	SkillnameManaPulse	SkillsdManaPulse	SkillsdManaPulse	SkillnameManaPulse	StrSkill3	1												1				1					6	DescColdConvertJav		edmx		5	DescPerPulse		"((max(((pst2-pst1)/25),pst5)+par2)*8)/256"																						73	WeapDamsk		7	4	18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-6)/6)),21)),2)+stat('skill_more'.accr)"																																				0
harbinger	1	3	3	1	0		116	SkillnameSavagery	SkillsdSavagery	SkillsdSavagery	SkillanSavagery	StrSkill3	5												1				1					6	DescStopReadingThis		edmx		66	Convphy2elemalt		"max(75,(100-lvl))"																	12	DescDelayZ		"max(0,(100-(blvl*10)))"		18	DescHarbinger				18	DescBlankHarbinger				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-12)/6)),20)),2)+stat('skill_more'.accr)"	40	SksynSelf	SkillnameSavagery	4		65	DescSelf	DescTimerLossLeg			18	DescSelfSynergy																								0
twistingbite	1	5	3	1	0		118	SkillnameTwistingbite	SkillsdTwistingbite	SkillsdTwistingbite	SkillnameTwistingbite	StrSkill3	1												1				1					52		DescColdConvertJav	edmn	edmx	12	StrTwisterSkill		40+(lvl*2)																	73	WeapDamsk		3	5	18	DescTwistingBite				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-24)/6)),18)),2)+stat('skill_more'.accr)"	40	SksynSelf	SkillnameTwistingbite	4		63	DescSelf	DescTwistingColdSyn	par5		18	DescSelfSynergy																								0
feedthepack	1	4	3	1	0		120	SkillnameFeedIt	SkillsdFeedIt	SkillsdFeedIt	SkillnameFeedIt																		1					3	DescWolfFormLAK	DescLifeHealK	(edmx*(100+(skill('Feed The Pack'.blvl)*par4)))/100																						18	DescWhatDoWolfiesDo				3	DescWolfWolfies	StrSkill23	10+(blvl/2)		18	DescYouNeedToWolfIt				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-18)/6)),19)),2)+stat('skill_more'.accr)"	40	SksynSelf	SkillnameFeedIt	4		63	DescSelf	DescWolfieEffect	par4		18	DescSelfSynergy																								0
boneyard	2	1	1	2	0		116	SkillnameBoneyard	SkillsdBoneyard	SkillsdBoneyard	SkillnameBoneyard	StrSkill3	5																1					10					5	DescThisCantBeReal		edmx																	18	DescScattered									18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+(ulvl/6)),22)),2)+stat('skill_more'.accr)"	40	Sksyn	SkillnameBoneyard	4		65	strchrenghard	DescDisPhMahSyn			67	DescCurrentSyn	DescPctNoS	"(((260*(stat('energy'.accr)+10)))/(stat('energy'.accr)+250))+(min(((stat('energy'.accr)*stat('enr_factor'.accr)/15000)+(stat('strength'.accr)*stat('str_factor'.accr)/15000)),200))"																						0
comet	2	2	1	2	0		118	SkillnameComet	SkillsdComet	SkillsdComet	SkillnameComet	StrSkill3	5																1					10																									12	StrSkill20		125							18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	"max((min((2+((ulvl-6)/6)),21)),2)+stat('skill_more'.accr)"	40	Sksyn	SkillnameComet	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	"(((260*(stat('energy'.accr)+10)))/(stat('energy'.accr)+250))+(min(((stat('energy'.accr)*stat('enr_factor'.accr)/15000)+(stat('strength'.accr)*stat('str_factor'.accr)/15000)),200))"																						0
