code	name	type	type2	alternateGfx	namestr	spelldesc	spelldescstr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
282	Throwing Knife (Grade 2)	tkni	tier	dgr	282					20	1	8	8					9	10			-20	0	20	0	36	8		33	9		56		402	dgr	282	282	282	1ht	1ht	5	1ht	1	2	1	40	160	75	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		687	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
418	Throwing Knife (Grade 3)	tkni	tier	dgr	418					20	1	12	12					17	18			-20	0	20	0	81	8		60	18		114		402	dgr	418	418	418	1ht	1ht	5	1ht	1	2	1	40	160	75	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		687	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
486	Throwing Knife (Grade 4)	tkni	tier	dgr	486					20	1	14	14					22	23			-20	0	20	0	167	8		72	22		144		402	dgr	486	486	486	1ht	1ht	5	1ht	1	2	1	40	160	75	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		687	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
47@	Throwing Knife (Sacred)	qtkn		dgr	47@					2	1	36	36					53	54			-20	0	20	0	402	8		72	30		144		402	dgr	47@	47@	47@	1ht	1ht	5	1ht	1	2	1	40	160	75	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		687	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
136	Throwing Spear (Grade 1)	jave	tier	pil	136					20	1	8	15					10	22			22	0	20	0	83	126		25	5		32		402	pil	136	136	136	1ht	1ht	5	1ht	1	4	1	30	60	60	flptsp	invtsp			1	2	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		686	7	2	0	3					255					255					255					255					255					255					20					255					255					255					255					255		1		1	1		1		1	1					255		1		1	1		1		1	1			5	8	0	xxx	xxx	1	0
272	Throwing Spear (Grade 2)	jave	tier	pil	272					20	1	15	25					23	43			22	0	20	0	123	126		46	14		92		403	pil	272	272	272	1ht	1ht	5	1ht	1	4	1	30	60	60	flptsp	invtsp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		686	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
408	Throwing Spear (Grade 3)	jave	tier	pil	408					20	1	23	37					38	69			22	0	20	0	239	126		75	23		150		404	pil	408	408	408	1ht	1ht	5	1ht	1	4	1	30	60	60	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		686	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
476	Throwing Spear (Grade 4)	jave	tier	pil	476					20	1	26	44					47	85			22	0	20	0	472	126		86	27		172		404	pil	476	476	476	1ht	1ht	5	1ht	1	4	1	30	60	60	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		686	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
37@	Throwing Spear (Sacred)	qjvn		pil	37@					2	1	48	56					74	94			22	0	20	0	530	126		86	30		172		404	pil	37@	37@	37@	1ht	1ht	5	1ht	1	4	1	30	60	60	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		686	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
1@F	Trebuchet (Grade 1)	nxbw	tier	hxb	1@F					10	1				1	19	26				2	30	30	0	72	0		1	19	6		502		402	lxb	1@F	1@F	1@F	xbw	xbw	5	xbow	2	3					flprxb	inv8mxu			1	2	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
3@F	Trebuchet (Grade 2)	nxbw	tier	hxb	3@F					10	1				1	41	53				2	30	30	0	104	0		1	53	15		2008		404	lxb	3@F	3@F	3@F	xbw	xbw	5	xbow	2	3					flprxb	inv8mxu			1	4	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
5@F	Trebuchet (Grade 3)	nxbw	tier	hxb	5@F					10	1				1	67	84				2	30	30	0	202	0		1	77	24		8032		405	lxb	5@F	5@F	5@F	xbw	xbw	5	xbow	2	3					flprxb	inv8mxu			1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
6@F	Trebuchet (Grade 4)	nxbw	tier	hxb	6@F					10	1				1	81	101				2	30	30	0	399	0		1	90	29		16064		406	lxb	6@F	6@F	6@F	xbw	xbw	5	xbow	2	3					flprxb	inv8mxu			1	6	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
7@F	Trebuchet (Sacred)	snxb		hxb	7@F					1	1				1	96	101				2	30	30	0	500	0		1	90	30		16064		406	lxb	7@F	7@F	7@F	xbw	xbw	5	xbow	2	3					flprxb	inv8mxu			1	6	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
138	Trident (Grade 1)	spea	tier	tri	138					20	1				1	5	10				3	5	0	30	18	29	90		4	1		232		402	spr	138	138	138	2ht	2ht	5	2ht	2	4					flptri	invtri			1	2	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255		1		1	1					255		1		1	1					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
274	Trident (Grade 2)	spea	tier	tri	274					20	1				1	12	21				3	5	0	30	39	53	90		34	10		928		404	spr	274	274	274	2ht	2ht	5	2ht	2	4					flptri	invtri			1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
410	Trident (Grade 3)	spea	tier	tri	410					20	1				1	20	33				3	5	0	30	88	114	90		63	20		3712		405	spr	410	410	410	2ht	2ht	5	2ht	2	4					flptri	invtri			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
478	Trident (Grade 4)	spea	tier	tri	478					20	1				1	24	40				3	5	0	30	180	230	90		75	24		7424		406	spr	478	478	478	2ht	2ht	5	2ht	2	4					flptri	invtri			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
39@	Trident (Sacred)	qspe		tri	39@					2	1				1	54	62				3	5	0	30	408	428	90		75	30		7424		406	spr	39@	39@	39@	2ht	2ht	5	2ht	2	4					flptri	invtri			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
107	Two-Handed Sword (Grade 1)	2hsd	tier	clm	107					20	1	5	7	1	1	5	10				2	5	30	0	25	0	80		1	0		202		402	clm	107	107	107	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs			1	2	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3		1		1	1		1		1	1					255					255					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
243	Two-Handed Sword (Grade 2)	2hsd	tier	clm	243					20	1	9	10	1	1	13	13				2	5	30	0	48	0	80		33	9		808		403	clm	243	243	243	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs			1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
379	Two-Handed Sword (Grade 3)	2hsd	tier	clm	379					20	1	14	16	1	1	21	22				2	5	30	0	104	0	80		61	18		3232		404	clm	379	379	379	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
447	Two-Handed Sword (Grade 4)	2hsd	tier	clm	447					20	1	17	20	1	1	25	27				2	5	30	0	212	0	80		72	23		6464		404	clm	447	447	447	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
08@	Two-Handed Sword (Sacred)	s2hd		clm	08@					2	1	37	39	1	1	55	56				2	5	30	0	421	0	80		72	30		6464		404	clm	08@	08@	08@	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
!42	Valaska (Grade 1)	2hbx	tier	btx	!42					4	1				1	19	26				2	25	30	0	89	0	91		12	3		326		402	lax	!42	!42	!42	stf	stf	5	2hsl	2	3					flpbtx	invbtxu			1	2	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!44	Valaska (Grade 2)	2hbx	tier	btx	!44					4	1				1	37	49				2	25	30	0	132	0	91		44	13		1304		404	lax	!44	!44	!44	stf	stf	5	2hsl	2	3					flpbtx	invbtxu			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!46	Valaska (Grade 3)	2hbx	tier	btx	!46					4	1				1	59	77				2	25	30	0	258	0	91		75	24		5216		405	lax	!46	!46	!46	stf	stf	5	2hsl	2	3					flpbtx	invbtxu			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!47	Valaska (Grade 4)	2hbx	tier	btx	!47					4	1				1	71	91				2	25	30	0	509	0	91		90	29		10432		406	lax	!47	!47	!47	stf	stf	5	2hsl	2	3					flpbtx	invbtxu			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!48	Valaska (Sacred)	s2hx		btx	!48					1	1				1	101	106				2	25	30	0	616	0	91		90	30		10432		406	lax	!48	!48	!48	stf	stf	5	2hsl	2	3					flpbtx	invbtxu			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
4@3	Viper Bow (Grade 1)	dbow	tier	sbb	4@3					10	1				1	13	19					20	30	0	98	0		1	13	4		502		402	sbw	4@3	4@3	4@3	bow	bow	6	bow	2	3					flpswb	invsbbu			1	2	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
6@3	Viper Bow (Grade 2)	dbow	tier	sbb	6@3					10	1				1	28	38					20	30	0	144	0		1	45	14		2008		404	sbw	6@3	6@3	6@3	bow	bow	6	bow	2	3					flpswb	invsbbu			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
8@3	Viper Bow (Grade 3)	dbow	tier	sbb	8@3					10	1				1	46	60					20	30	0	281	0		1	75	24		8032		405	sbw	8@3	8@3	8@3	bow	bow	6	bow	2	3					flpswb	invsbbu			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
9@3	Viper Bow (Grade 4)	dbow	tier	sbb	9@3					10	1				1	57	74					20	30	0	553	0		1	86	27		16064		406	sbw	9@3	9@3	9@3	bow	bow	6	bow	2	3					flpswb	invsbbu			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
1@4	Viper Bow (Sacred)	sdbw		sbb	1@4					1	1				1	77	83					20	30	0	660	0		1	86	30		16064		406	sbw	1@4	1@4	1@4	bow	bow	6	bow	2	3					flpswb	invsbbu			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
157	Voulge (Grade 1)	pole	tier	hal	157					20	1				1	4	12				3		30	0	33	5	50		200	1		150		402	hal	157	157	157	stf	stf	5	2hsl	2	4					flpvou	invvou			1	2	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
293	Voulge (Grade 2)	pole	tier	hal	293					20	1				1	10	23				3		30	0	59	25	50		200	11		600		404	hal	293	293	293	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
429	Voulge (Grade 3)	pole	tier	hal	429					20	1				1	18	37				3		30	0	123	45	50		200	20		2400		405	hal	429	429	429	stf	stf	5	2hsl	2	4					flpvou	invvou			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
497	Voulge (Grade 4)	pole	tier	hal	497					20	1				1	21	44				3		30	0	248	79	50		200	25		4800		406	hal	497	497	497	stf	stf	5	2hsl	2	4					flpvou	invvou			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
58@	Voulge (Sacred)	qpol		hal	58@					2	1				1	53	64				3		30	0	436	79	50		200	30		4800		406	hal	58@	58@	58@	stf	stf	5	2hsl	2	4					flpvou	invvou			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
l10	Wand (Grade 1)	wand	tier	wnd	l10					20	1	1	3									-20	0	10	0	0	12		1	0		202		401	wnd	l10	l10	l10	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	1	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255	1	2	1	1	1					255					255			1	2	1					255					255					1					255					255					255					20					255					255					255					255			5	8	0	xxx	xxx	1	0
l18	Wand (Grade 2)	wand	tier	wnd	l18					20	1	6	8									-20	0	10	0	4	12		29	9		808		402	wnd	l18	l18	l18	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
l26	Wand (Grade 3)	wand	tier	wnd	l26					20	1	10	12									-20	0	10	0	12	12		60	18		3232		402	wnd	l26	l26	l26	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
l30	Wand (Grade 4)	wand	tier	wnd	l30					20	1	12	14									-20	0	10	0	26	12		73	23		6464		402	wnd	l30	l30	l30	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
69@	Wand (Sacred)	qwnd		wnd	69@					2	1	35	36									-20	0	10	0	166	12		73	30		6464		402	wnd	69@	69@	69@	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
118	War Axe (Grade 1)	axe	tier	hax	118					20	1	11	17								2		20	0	85	0	100		17	5		428		402	hax	118	118	118	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1		1		1	1					255		1		1	1					255					255			2	2	0	xxx	xxx	1	0
254	War Axe (Grade 2)	axe	tier	hax	254					20	1	19	29								2		20	0	125	0	100		46	14		1712		404	hax	254	254	254	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
390	War Axe (Grade 3)	axe	tier	hax	390					20	1	29	45								2		20	0	244	0	100		75	24		6848		405	hax	390	390	390	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
458	War Axe (Grade 4)	axe	tier	hax	458					20	1	35	54								2		20	0	481	0	100		87	27		13696		406	hax	458	458	458	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
1@@	War Axe (Sacred)	qaxe		hax	1@@					2	1	46	56								2		20	0	581	0	100		87	30		13696		406	hax	1@@	1@@	1@@	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
l34	War Hammer (Grade 1)	hamm	tier	whm	l34					20	1	7	10									10	25	0	56	0	100		8	2		279		401	mac	l34	l34	l34	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	1	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255	1	1		1	20					255					255					255					255					255	1	1	1	1	20					255					255					255					255			2	2	0	xxx	xxx	1	0
l40	War Hammer (Grade 2)	hamm	tier	whm	l40					20	1	12	18									10	25	0	90	0	100		37	12		1116		403	mac	l40	l40	l40	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
l46	War Hammer (Grade 3)	hamm	tier	whm	l46					20	1	19	26									10	25	0	184	0	100		67	21		4464		405	mac	l46	l46	l46	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
l49	War Hammer (Grade 4)	hamm	tier	whm	l49					20	1	22	31									10	25	0	366	0	100		81	25		8928		406	mac	l49	l49	l49	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
73@	War Hammer (Sacred)	qham	ct1w	whm	73@					2	1	42	47									10	25	0	470	0	100		81	30		8928		406	mac	73@	73@	73@	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
131	War Scepter (Grade 1)	scep	tier	whm	131					20	1	9	13								1	-10	0	20	0	64	100		12	3		258		402	whm	131	131	131	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	2	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255		1		1	1					255					255					255					20		1		1	1					255					255		1		1	1			2	2	0	xxx	xxx	1	0
