skill	Id	charclass	skilldesc	* filter	srvstfunc	srvdofunc	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	cltstfunc	cltdofunc	cltprgfunc1	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	aura	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	perdelay	aurastat1	AuraStatParam1	aurastatcalc1	aurastat2	AuraStatParam2	aurastatcalc2	aurastat3	AuraStatParam3	aurastatcalc3	aurastat4	AuraStatParam4	aurastatcalc4	aurastat5	AuraStatParam5	aurastatcalc5	aurastat6	AuraStatParam6	aurastatcalc6	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	HitShift	SrcDam	StaticDamage	BaseSynergy	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	delay	DelayGroup	stsuccessonly	stsound	ItemCastSound	stsoundclass	castoverlay	ItemCastOverlay	passive	passivestate	passivestat1	PassiveStatParam1	passivecalc1	passivestat2	PassiveStatParam2	passivecalc2	passivestat3	PassiveStatParam3	passivecalc3	passivestat4	PassiveStatParam4	passivecalc4	passivestat5	PassiveStatParam5	passivecalc5	passiveitype	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	anim	seqtrans	monanim	seqnum	seqinput	minmana	manashift	mana	lvlmana	skpoints	reqlevel	maxlvl	reqskill1	leftskill	interrupt	immediate	attackrank	InTown	AttackNoMana	finishing	progressive	restrict	State1	State2	State3	ItemEffect	ItemCltEffect	ItemTgtDo	ToHit	LevToHit	ToHitCalc	LineOfSight	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	TgtPlaceCheck	InGame	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	srvoverlay	cltoverlaya	cltoverlayb	nocostinstate	usemanaondo	startmana	reqstr	reqdex	reqint	reqvit	reqskill2	reqskill3	periodic	ResultFlags	HitFlags	HitClass	Kick	itypeb2	itypeb3	etypeb1	etypeb2	noammo	cltprgfunc2	cltprgfunc3	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	aitype	aibonus	durability	repeat	checkfunc	stsounddelay	ItemTarget	ItemCheckStart	ItemCltCheckStart	general	scroll	warp	enhanceable	TargetableOnly	SearchEnemyXY	UseAttackRate	cost mult	cost add
Soulbondism Fire Aura	1113			NEC - Subskill		65															1	73730	firebond	firebond		13	50	si_1		1	passive_fire_mastery		"((stat('si_1'.accr)==5)?(clc2):((stat('si_1'.accr)==4)?clc1:0))+rand(0,1)"	item_healafterkill		"((stat('si_1'.accr)>3)?clc3:0)+rand(0,1)"	damageresist									(30+(lvl*4))*(100+stat('statX_1'.accr))/100	ele dmg%	(50+(lvl*5))*(100+stat('statX_1'.accr))/100	ele dmg venom%	(10+5*lvl)*(100+10*lvl)/300*(100+stat('statX_1'.accr))/100	laek																		8																								10	4	4	4	4	3	lvl*10						5	0																																											none										xx				0	0	0		1	99			1	1	8	1				1																			1																																																								1											1					0
Soulbondism Venom Aura	1114			NEC - Subskill		65															1	73730	venombond	venombond		13	50	si_1		1	passive_pois_mastery		"((stat('si_1'.accr)==5)?(clc2):((stat('si_1'.accr)==4)?clc1:0))+rand(0,1)"	item_healafterkill		"((stat('si_1'.accr)>3)?clc3:0)+rand(0,1)"	damageresist									(30+(lvl*4))*(100+stat('statX_1'.accr))/100	ele dmg%	(50+(lvl*5))*(100+stat('statX_1'.accr))/100	ele dmg venom%	(10+5*lvl)*(100+10*lvl)/300*(100+stat('statX_1'.accr))/100	laek																		8																								10	4	4	4	4	3	lvl*10						5	0																																											none										xx				0	0	0		1	99			1	1	8	1				1																			1																																																								1											1					0
Iron Golem Item Aura	1115			oSkill		65															1	73730	ironshard				50	damagepercent		(stat('fade'.accr)==16)?200:0	item_crushingblow		(stat('fade'.accr)==16)?20:0	item_deadlystrike		(stat('fade'.accr)==16)?20:0																																	8																																					0																																											none										xx				0	0	0		1	99			1	1	1	1																							1																																																																			1					0
Summon More Elite Goats	1116			Monster	17	63				goatspawner			21	33			goatspawner	goatspawner	redlightmissile							ln34																																											8																																					0	1	necromancer_corpse_cast	necromancer_corpse_cast																																								none								SC	SC	xx				0	0	0		1	99			1		0									1							1		1	1					1																				necromancer_corpseexp_1																																									3		1				1					0
Unused1117	1117			Unused																																																																																																																																																																																																																																																																									0
Unused1118	1118			Unused																																																																																																																																																																																																																																																																									0
Unused1119	1119			Unused																																																																																																																																																																																																																																																																									0
Punisher Green	1120			UQ - Xazax		8				punisherboltgreen				17			punisherboltgreen	punisherboltgreen																												1							5		100												5		1			1														pois	832	208	104	104	104	104	1408	352	176	176	176	176		50				stat('skill_poison_dur'.accr)		0		paladin_aura_resistfire	paladin_aura_resistfire		psychic_hammer_curse																																						none								SC	SC	xx			0	7	42	9		12			1	1		6									1															1																																																																			1					0
Spit in yo' face	1121			UQ - Xazax		8				punisherboltspit				17			punisherboltspit	punisherboltspit																												1							5		100												5		1			1														pois	832	208	104	104	104	104	1408	352	176	176	176	176		50				stat('skill_poison_dur'.accr)		0		paladin_aura_resistfire	paladin_aura_resistfire		psychic_hammer_curse																																						none								SC	SC	xx			0	7	42	9		12			1	1		6									1															1																																																																			1					0
Brach Acid	1122		devouringacid	"Monster, oSkill"		17				devouringacidM	devouringacidM	devouringacidM		23			devouringacidM																													32	number of missiles																						2			1														pois	36	18	9	9	9	9	84	42	21	21	21	21		25				stat('skill_poison_dur'.accr)		0		necromancer_poisonnova	necromancer_poisonnova																																								none								SC	SC	xx			0	8	25	6		-10	99		1	1		2									1															1																																																																			1					0
xy_RED	1123			UQ - Teganze		8				xy_RED				17			xy_RED	xy_RED																												1							5		100												5		0																	fire	8320	2080	1040	1040	1040	1040	11264	3520	1760	1760	1760	1760	5000							0		paladin_aura_resistfire			psychic_hammer_curse																																						none								SC	SC	xx			0	7	0	9		12			1	1		6									1															1																																																																			1					0
xy_BLUE	1124			UQ - Teganze		8				xy_BLUE				17			xy_BLUE	xy_BLUE																												1							5		100												5		0																	cold	8320	2080	1040	1040	1040	1040	11264	3520	1760	1760	1760	1760	5000							0		paladin_aura_resistfire			psychic_hammer_curse																																						none								SC	SC	xx			0	7	0	9		12			1	1		6									1															1																																																																			1					0
xy_YELLOW	1125			UQ - Teganze		8				xy_YELLOW				17			xy_YELLOW	xy_YELLOW																												1							5		100												5		0																	ltng	8320	2080	1040	1040	1040	1040	11264	3520	1760	1760	1760	1760	5000							0		paladin_aura_resistfire			psychic_hammer_curse																																						none								SC	SC	xx			0	7	0	9		12			1	1		6									1															1																																																																			1					0
xy_GREEN	1126			UQ - Teganze		8				xy_GREEN				17			xy_GREEN	xy_GREEN																												1							5		100												5		0																	pois	8320	2080	1040	1040	1040	1040	11264	3520	1760	1760	1760	1760	20	50				stat('skill_poison_dur'.accr)		0		paladin_aura_resistfire			psychic_hammer_curse																																						none								SC	SC	xx			0	7	0	9		12			1	1		6									1															1																																																																			1					0
xy_STONE	1127			UQ - Teganze		8				xy_STONE				17			xy_STONE	xy_STONE																												1							5		100												5		0				832	208	104	104	104	104	1126	352	176	176	176	176	5000																					0		paladin_aura_resistfire			psychic_hammer_curse																																						none								SC	SC	xx			0	7	0	9		12			1	1		6									1															1																																																																			1					0
xy_MAGIC	1128			UQ - Teganze		8				xy_MAGIC				17			xy_MAGIC	xy_MAGIC																												1							5		100												5		0																	mag	832	208	104	104	104	104	1126	352	176	176	176	176	5000							0		paladin_aura_resistfire			psychic_hammer_curse																																						none								SC	SC	xx			0	7	0	9		12			1	1		6									1															1																																																																			1					0
Unused1129	1129			Unused																																																																																																																																																																																																																																																																									0
Resurrectionx	1130			UQ - World Nexus		97							39																																																																																													0		necromancer_corpse_cast	necromancer_corpse_cast		firecrackerz	firecrackerz																																					none								SQ	SQ	xx				0	0	0		1				1		0															4	1	1		1				1	1																																																								1											1		1			0
Nexus Spawner	1131			UQ - World Nexus			zz_witchspawn									zz_witchspawn																																																					8																																					0					cast_innersight																																						none								SC	SC	xx				0	0	0		1	99			1		0									1															1																																																																			1					0
zz_WitchBoom	1132			UQ - World Nexus		8	newringoflight							17		newringoflight																																																					5			1														fire	1440	240	130	130	130	130	1680	280	160	160	160	160								0																																											none								SC	SC	xx			0	8	15	0		6	99		1	1		1									1															1																												50																																							1					0
