Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	* category	* comment	* Marco / loc	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	Level	Level(N)	Level(H)	*eol
elite_beetle5Z	2385	beetle1	elite_beetleA	3	HoradrimsCurse	elite_beetle5	elite_beetle5	scarab	Scarab	mon_elite	SC	Story Side Area		"Levels, Missiles"	1													3	6		8	8	1	scarab	scarab	10	3	2	1	80	80	80	100	100	100	50	50	50	1	1	1	75	75	75	75	75	75																			1	1			1									1	1							1		MClaw Tornado	A1	1																						140	100	100	-20	-20	-20				100					15	100	15	5			35	100	35	20	0				15	15	15	0	180	360	145	330	120	210	255	120	210	255	53	106	200	225	450	145	330	150	262	255	150	262	255	66	133	200	285	540	145	330	180	315	255	180	315	255	80	160	200	A1	ltng	100	1	80		100	1	100		100	1	120																														Elite				Elite				Elite										36	76	120	0
elite_bigcat4Z	2386	bigcat1		0	HellcatPriestess	elite_bigcat4	elite_bigcat4	pantherwoman	PantherJavelin	mon_lulz1	PW	Story Side Area		Levels	1	1						elite_javcat4Z		1		3	6	1	1		16	16	1	slinger	slinger	10	3	2	1	80	80	80	100	100	100	100	100	100	10	10	10	25	25	25	1	1	1	30	30	30							pantherjav5									1				1						1			1																																		140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				19	19	19	0	400	800	190	520	26	100	180							500	1000	190	310	33	125	180							600	1200	190	100	40	150	180																																																	Elite				Elite				Elite										33	70	120	0
elite_hthcat4Z	2387	hthcat1		0	Hellcat	elite_hthcat4	elite_hthcat4	pantherwoman	PantherWoman	mon_elite	PW	Story Side Area		Missiles	1													5	10		16	16	1	pantherwoman	pantherwoman	10	3	2	1	80	80	80	100	100	100	100	100	100	40	40	40	1	1	1	90	90	90																			1	1			1						1			1								1																										140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				30	30	30	0	300	450	160	230	140	160	315							375	562	160	165	175	200	315							450	675	160	100	210	240	315							A1	cold	100	20	40	25	100	40	60	50	100	60	80	75																													Elite				Elite				Elite										33	70	120	0
elite_javcat4Z	2388	javcat1	elite_javcatA	0	Hellcat	elite_javcat4	elite_javcat4Z	pantherwoman	PantherJavelin	mon_elite	PW	Pit of Acheron			1	1												7	10		16	16	1	slinger	slinger	10	3	2	1	80	80	80	100	100	100	100	100	100	10	10	10	25	25	25	1	1	1	30	30	30							pantherjav5									1				1						1			1																																		140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				19	19	19	0	650	750	230	600	125	150	300							750	850	300	650	125	200	350							900	1100	350	650	140	200	500							A1	cold	100	20	40	25	100	20	40	50	100	20	40	75																													Elite				Elite				Icy Cellar (H)										33	70	120	0
elite_infernalteddy5Z	2389	infernalteddy1	elite_infernalteddyA	1	RazorfurTitan	elite_infernalteddy5	elite_infernalteddy5	brute	Brute	mon_elite	YE	Story Side Area		Levels	1													5	8		9	9	1	brute	brute	10	3	2	1	80	80	80				5	5	5	90	90	90	50	50	50																						1	1			1						1			1	1							1																										140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				6	6	6	0	420	670	170	290	170	236	320	170	236	320				525	837	170	340	212	295	320	212	295	320				630	1005	170	390	255	355	320	255	355	320				A1	stun	100			50	100			100	100			150																													Elite				Elite				Elite										8	48	120	0
elite_inflate5Z	2390	inflate1	elite_inflateA	0	BrokenSoul	elite_inflate5	other	bighead	PantherJavelin	mon_elite	BH	Story Side Area		"Levels, Missiles"	1	1												4	7		13	13	1	bighead	bighead	10	3	2	1	80	80	80	100	100	100	100	100	100	9	9	9	25	25	25	2	2	2	40	40	40							elite_dogsoul5									1				1				1		1			1	1		1																															140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				11	11	11	0	350	380	140	395	136	143	360							437	475	140	395	170	179	360							525	570	140	395	205	215	360							A2	cold	100	75	100	50	100	95	120	100	100	105	140	150	A1	cold	100	75	100	50	100	95	120	100	100	105	140	150															Elite				Elite				Elite										36	73	120	0
elite_icedemon3Z	2391	icedemon1		0	BlackIceDemon	elite_icedemon3	elite_icedemon3	frozenhorror	FingerMage	mon_elite	f0	Icy Cellar		"Levels, Missiles"	1													4	7		13	13	1	frozenhorror	frozenhorror	10	3	2	1	80	80	80	90	90	90	95	95	95	50	50	50	25	25	25	10	10	10	3	3	3	60	60	60	5	5	5										1				1				1					1	1						1			MMind Flay	A1	30																						140	100	100	-20	-20	-20				100					15	100	15	5			35	100	35	20	0				48	48	48	0	1400	1600	350	600	175	225	500							1400	1600	400	650	200	250	550							1400	1600	450	650	260	310	400							A1	ltng	100	40	120	50	100	60	140	100	100	120	240	150																													Elite				Elite				Icy Cellar (H)										44	78	120	0
elite_ghost5Z	2392	ghost1	elite_ghostA	2	PhantasmZ	elite_ghost5	other	wraith	Wraith	mon_elite	WR	Icy Cellar		Levels	1													5	8		16	16	1	wraith	wraith	10	3	2	1	80	80	80	100	100	100	2	2	2	100	100	100																									1	1			1		1			1	1			1	1																																	140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				8	8	8	0	1000	1200	320	600	275	350	500							1100	1300	400	650	300	400	550							1000	1100	450	650	375	450	500																																																	Elite				Elite				Icy Cellar (H)										39	78	120	0
elite_gnat4Z	2393	gnat1	elite_gnatA	3	Buzzsaw	elite_gnat4	elite_gnat4	mosquito	Mosquito	mon_elite	MO	Story Side Area		"Levels, Missiles"	1													4	7		11	11	1	mosquito	mosquito	10	3	2	1	80	80	80							100	100	100	10	10	10																						1	1			1					1				1	1									Shuriken Flurry	A1	4																						140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				21	21	21	0	190	260	155	280	126	213	390							237	325	155	280	158	266	390							292	390	155	280	190	320	390																																																	Elite				Elite				Elite										29	65	120	0
elite_gargoyle4Z	2394	gargoyle1		2	EdyremSpirit	elite_gargoyle4	elite_gargoyle4	human	AbyssKnight	mon_elite	0A	Story Side Area		Levels	1	1												4	7		8	8	1	act2hire	act2hire	11	3	2	1	80	80	80	40	40	40	95	95	95	98	98	98	1	1	1	60	60	60	1	1	1	95	95	95	60	60	60										1				1						1			1	1		1							Enemy Divine App	A1	5	Holy Armor	A1	18																			140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				19	19	19	0	360	420	190	260	126	140	400							562	750	170	425	158	175	400							765	1080	150	590	190	210	400																																																	Elite				Elite				Elite										50	81	120	0
elite_fallenchild5Z	2395	fallenchild1	elite_fallenchildA	3	Thunderling	elite_fallenchild5	other	fallen	Brute	mon_elite	FA	Story Side Area			1							elite_fallenchild5Z		1	1	9	12	10	14		16	16	1	fallen	fallen	10	3	2	1	80	80	80				0	0	0	100	100	100	50	50	50																						1	1			1				1		1			1	1							1																										140	100	100	-20	-20	-20				100					15	100	15	5			35	100	35	20	0				9	9	9	0	120	260	130	180	120	146	225	120	146	225				150	325	130	180	150	183	225	150	183	225				240	390	130	180	180	220	225	180	220	225				A1	ltng	100	40	120	50	100	60	140	100	100	80	160	150																													Elite				Elite				Elite										41	79	120	0
elite_fallenfather5Z	2396	fallenfather1	elite_fallenfatherA	3	StormShaman	elite_fallenfather5	other	fallen	FallenShaman	mon_elite	FS	Story Side Area		Levels	1							elite_fallenchild5Z		1		9	12	1	1		12	12	1	fallenshaman	fallenshaman	12	3	2	1	80	80	80	100	100	100	100	100	100	20	20	20	50	50	50	50	50	50																			1				1				1		1			1	1		1							Fairy Ring	seq_shamanresurrect	1	MLightning Wall	seq_shamanresurrect	1																			140	100	100	-20	-20	-20				100					15	100	15	5			35	100	35	20	0				4	4	4	0	510	720	150	590	206	240	400							637	900	150	590	258	300	400							765	1080	150	590	310	360	400							A1	ltng	100	60	140	50	100	80	160	100	100	100	180	150																													Elite				Elite				Elite										41	79	120	0
elite_killermoo5Z	2397	killermoo1		2	SilverTyrant	elite_killermoo5	other	bloodlord	Mosquito	mon_lulz2	L3	Story Side Area		"Levels, Missiles"	1													3	5		10	10	1	bloodlord	bloodlord	11	3	2	1	80	80	80							100	100	100	15	15	15																						1	1			1				1					1	1									MThunder Slam	A2	1																						140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				50	50	50	0	300	340	180	350	30	60	380	30	60	380				375	425	180	350	37	75	380	37	75	380				450	510	180	350	45	90	380	45	90	380				A2	rand	100	40	60	25	100	60	80	50	100	80	100	75	A1	rand	100	40	60	25	100	60	80	50	100	80	100	75															Elite				Elite				Elite										54	83	120	0
elite_lightning4Z	2398	lightning1		0	CoreLord	elite_lightning4	elite_lightning4	councilmember	Megademon	mon_elite	HP	Story Side Area		"Levels, Missiles"	1													2	2		12	12	1	councilmember	councilmember	11	3	2	1	80	80	80	65	75	85	45	45	45	100	100	100	75	75	75	10	10	10	50	50	50																1				1				1		1			1	1									Mon Multi Red Lightning	S1	3																						140	100	100	-20	-20	-20				100					15	100	15	5			35	100	35	20	0				25	25	25	0	120	480	140	330	120	203	360							150	600	140	330	150	254	360							240	720	140	330	180	305	360							A1	ltng	100	1	150		100	1	225		100	1	300																														Elite				Elite				Elite										48	81	120	0
elite_balrog4Z	2399	balrog1		2	SonOfLucion	elite_balrog4	elite_balrog4	megademon	Megademon	mon_elite	DM	Story Side Area		"Levels, Missiles"	1													4	5		11	11	1	megademon	megademon	10	3	2	1	80	80	80	50	50	50	25	25	25	90	90	90	75	75	75	50	50	50	25	25	25																1				1				1		1			1	1		1							Mon Plague Cloud	A1	9																						140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				39	39	39	0	260	340	160	340	206	240	320							325	425	160	340	258	300	320							390	510	160	340	310	360	320							A1	pois	100	120	140	50	100	120	140	75	100	120	140	100																													Elite				Elite				Elite										49	81	120	0
elite_corpsespitter3Z	2400	corpsespitter1		2	FirebloodZ	elite_corpsespitter3	elite_corpsespitter3	regurgitator	Regurgitator	mon_elite	CS	Story Side Area		"Levels, Missiles"	1													3	4		7	7	1	regurgitator	regurgitator	10	3	2	1	80	80	80	100	100	100				5	5	5	95	95	95	95	95	95	30	30	30								moltenboulder								1	1			1				1					1	1							1		RegurgitatorEat	S1	3																						140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				29	29	29	0	290	320	125	365	196	223	280							362	400	125	365	245	279	280							435	480	125	365	295	335	280																																																	Elite				Elite				Elite										35	73	120	0
elite_goatpriest5Z	2401	goatpriest1	elite_goatpriestA	2	SkullClanGoat	elite_goatpriest5	elite_goatpriest5	goatman	FallenShaman	mon_elite	GM	Story Side Area		Levels	1							elite_goatwarrior5Z		1		4	6	1	1		9	9	1	goatman	goatman	10	3	2	1	80	80	80	80	80	80	100	100	100	20	20	20	50	50	50	50	50	50																			1	1			1				1		1			1	1									Summon More Elite Goats	seq_goatpriest	11	Mon Multi Pain Spirit	seq_goatpriest	10																			140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				5	5	5	0	405	555	160	390	233	266	290							506	693	160	390	291	333	290							607	832	160	390	350	400	290																																																	Elite				Elite				Elite										40	79	120	0
elite_goatwarrior5Z	2402	goatwarrior1	elite_goatwarriorA	2	SkullClanGoat	elite_goatwarrior5	other	goatman	BloodLord	mon_elite	GM	Story Side Area			1													5	8		9	9	1	goatman	goatman	10	3	2	1	80	80	80	100	100	100	85	85	85	55	55	55	1	1	1																						1	1			1				1		1			1	1		1							BloodLordFrenzy	A1	8																						140	100	100	-20	-20	-20					100				15	15	100	5			35	35	100	20	0				5	5	5	0	250	300	150	270	166	233	280							312	375	150	270	208	291	280							375	450	150	270	250	350	280																																																	Elite				Elite				Elite										40	79	120	0
elite_croaky3Z	2403	croaky1	elite_croakyA	0	BloodPrinceZ	elite_croaky3	elite_croaky3Z	frogdemon	ClawViper	mon_elite	FD	Abaddon		"Levels, Missiles"	1													3	6		10	20	1	frogdemon	frogdemon	10	3	2	1	80	80	80	20	20	20	20	20	20	100	100	100	50	50	50	1	1	1																			1	1			1									1	1		1							SerpentCharge	seq_serpentcharge	1																						140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				21	21	21	0	700	900	275	600	175	225	375							800	1000	350	650	200	225	425							1150	1350	400	650	210	180	400							A1	fire	100	20	40	50	100	40	60	100	100	60	80	200																													Elite				Elite				Icy Cellar (H)								1	1	36	76	120	0
elite_dead4Z	2404	dead1	elite_deadA	0	BlackDeathZ	elite_dead4	elite_dead4	zombie	Zombie	mon_elite	ZM	Story Side Area		Levels	1													5	7		4	4	1	zombie	zombieunique	10	3	2	1	80	80	80	100	100	100	55	55	55				50	50	50																						1	1			1		1							1	1							1																										140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				22	22	22	0	360	420	160	380	80	136	235	80	136	235				450	525	160	380	100	170	235	100	170	235				540	630	160	380	120	205	235	120	205	235				A2	pois	100	60	80	50	100	120	150	75	100	120	150	100	A2	pois	100	120	150	50	100	120	150	75	100	120	150	100															Elite				Elite				Elite										28	63	120	0
elite_fallenhero5Z	2405	fallenhero1	elite_fallenheroA	2	KnightOfDeathZ	elite_fallenhero5	elite_fallenhero5	zombie	ReanimatedHorde	mon_elite	re	Story Side Area		"Levels, Missiles"	1													4	6		6	14	1	reanimatedhorde	reanimatedhorde	10	3	2	1	80	80	80	99	99	99	1	1	1	10	10	10	30	30	30	95	95	95	65	65	65	1	1	1	60	60	60										1	1			1		1							1	1									Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			140	100	100	-20	-20	-20				100					15	100	15	5			35	100	35	20	0				45	45	45	0	120	170	170	420	40	80	240	40	80	240				150	212	135	260	50	100	240	50	100	240				240	277	100	100	60	120	240	60	120	240																																														Elite				Elite				Elite										33	70	120	0
elite_archskel5Z	2406	archskel1	elite_archskelA	1	PlaguedDeadArcher	elite_archskel5	elite_archskel5	skeleton	SkeletonBow	mon_elite	SK	Story Side Area		Levels	1	1												4	7		8	8	1	sk_archer	sk_archer	10	3	2	1	80	80	80	100	100	100	1	1	1	10	10	10	5	5	5	40	40	40										skbowarrow5									1				1		1				1			1	1																																	140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				45	45	45	0	210	240	150	240	40	100	190							262	300	150	240	50	125	190							315	360	150	240	60	150	190							A1	pois	100	60	90	100	100	80	110	150	100	100	130	200																													Elite				Elite				Elite										37	74	120	0
elite_evilskel5Z	2407	evilskel1	elite_evilskelA	1	PlaguedDead	elite_evilskel5	elite_evilskel5	skeleton	DoomKnight	mon_elite	SK	Story Side Area		Levels	1													6	9		12	12	1	skeleton	skeleton	10	3	2	1	80	80	80	90	90	90	1	1	1	100	100	100	1	1	1																						1	1			1		1				1			1	1							1																										140	100	100	-20	-20	-20						100			15	15	15	100			35	35	35	100	0				30	30	30	0	180	215	125	210	140	173	280	140	173	280				225	268	125	210	175	216	280	175	216	280				285	322	125	210	210	260	280	210	260	280				A1	pois	100	60	90	50	100	80	110	75	100	100	130	100	A2	pois	100	60	90	50	100	80	110	75	100	100	130	100															Elite				Elite				Elite										37	74	120	0
elite_flayergun5Z	2408	flayergun1	elite_flayergunA	3	FetishSniper	elite_flayergun5	other	fetish	FetishBlowgun	mon_elite	FC	Story Side Area		Levels	1	1												5	10		11	11	1	fetishblow	fetishblow	10	3	2	1	80	80	80	20	20	20	95	95	95																			omgawpnoob									1				1				1		1			1	1									SkeletonRaise	seq_fethisraise	1																						140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				13	13	13	0	120	140	130	240	40	120	500							150	175	130	240	50	150	500							240	255	130	240	60	180	500							A1	pois	100	10	20	50	100	40	60	75	100	60	80	100																													Elite				Elite				Elite										34	71	120	0
elite_flayerhth5Z	2409	flayerhth1		3	FetishHunter	elite_flayerhth5	other	fetish	Fetish	mon_elite	FE	Story Side Area		Levels	1													5	8		11	11	1	fetish	fetish	10	3	2	1	80	80	80	100	100	100	2	2	2	2	2	2	25	25	25																						1	1			1				1		1			1	1							1		SkeletonRaise	seq_fethisraise	1																						140	100	100	-20	-20	-20			100						100	15	15	5			100	35	35	20	0				11	11	11	0	120	140	130	240	100	240	280							150	175	130	240	125	300	280							240	255	130	240	150	360	280							A1	pois	100	10	20	50	100	40	60	75	100	60	80	100																													Elite				Elite				Elite										34	71	120	0
elite_aciddog5Z	2410	aciddog1	elite_aciddogA	0	AnnihilatorZ	elite_aciddog5	other	quillrat	Bighead	mon_elite	SL	Story Side Area			1	1												3	5		14	14	1	sandleaper	sandleaper	10	3	2	1	80	80	80	75	75	75	30	20	10	100	100	100	100	100	100														dogjav								1				1									1	1																																	140	100	100	-20	-20	-20				100					15	100	15	5			35	100	35	20	0				15	15	15	0	240	260	150	270	53	60	180							300	325	150	270	66	75	180							360	390	150	270	80	90	180							A1	pois	100	40	60	50	100	60	140	75	100	80	160	100																													Elite				Elite				Elite										47	81	120	0
elite_alibaba5Z	2411	alibaba1	elite_alibabaA	0	IfritZ	elite_alibaba5	elite_alibaba5	sandraider	Brute	mon_elite	SR	Pit of Acheron		"Levels, Missiles"	1													5	7		11	11	1	sandraider	sandraider	10	3	2	1	80	80	80				0	0	0	100	100	100	50	50	50																						1	1			1						1			1	1																																	140	100	100	-20	-20	-20		100						100	15	15	15	5		100	35	35	35	20	0				25	25	25	0	750	950	230	600	225	275	390	225	275	390				850	1150	300	650	250	300	450	250	300	450				1300	1500	350	650	270	350	500	270	350	290				A1	rand	100	25	50	50	100	70	90	100	100	90	110	150																													Elite				Elite				Icy Cellar (H)										43	78	120	0
elite_ape5Z	2412	ape1	elite_apeA	0	ShockMonkey	elite_ape5	other	baboon	Bighead	mon_elite	BB	Story Side Area		Levels	1	1												4	6		10	10	1	baboon	baboon	10	3	2	1	80	80	80	50	50	50				0	0	0	90	90	90														eeeekeeeekeeeek								1				1						1			1	1							1																										140	100	100	-20	-20	-20				100					15	100	15	5			35	100	35	20	0				18	18	18	0	300	310	170	300	160	173	270							375	387	170	300	200	216	270							450	465	170	300	240	260	270																																																	Elite				Elite				Elite										45	80	120	0
elite_wispAZ	2413	wisp1		1	NightmareZ	elite_wispA	elite_wispA	willowisp	WillOWisp	mon_elite	WW	Story Side Area			1	1												4	7		21	21	1	willowisp	willowisp	12	3	2	1	80	80	80	15	15	15	95	95	95	40	40	40																						monstalightning			1	1			1		1			1				1	1									Mon Lightning Bolt	SC	8																						140	100	100	-20	-20	-20									100	15	15	5			100	35	35	20	0				21	21	21	0	166	300	100	266	70	140	200							208	375	100	266	87	175	200							275	450	100	266	105	210	200							A1	fire	100	1	150		100	1	225		100	1	300		SC	fire	100	1	150		100	1	225		100	1	300																																1	1	1	75	120	0
elite_quillsAZ	2414	quills1		3	QuillBearZ	elite_quillsA	elite_quillsA	quillrat	FetishBlowgun	mon_elite	S7	Story Side Area		Levels	1													3	5		8	8	1	quillrat	quillrat	10	3	2	1	80	80	80	20	20	20	99	99	99																			bearspike4									1				1						1			1	1																																	140	100	100	-20	-20	-20								100	15	15	15	5		100	35	35	35	20	0				3	3	3	0	160	263	93	243	500	600	193							200	328	93	243	218	250	193							270	394	93	243	262	300	193																																																	Elite				Elite				Elite										1	75	120	0
elite_wingedfiendAZ	2415	wingedfiend1		3	FrostRaptorZ	elite_wingedfiendA	elite_wingedfiendA	batdemon	BatDemon	mon_elite	BT	Story Side Area		"Levels, Missiles"	1													5	7		15	15	1	batdemon	batdemon	12	3	2	1	80	80	80	50	50	50	10	10	10	90	90	90	100	100	100	14	14	14																			1	1			1				1	1	1			1	1																																	140	100	100	-20	-20	-20									15	15	100	5			35	35	100	20	0				27	27	27	0	146	266	106	233	104	144	200	105	144	200				183	333	106	233	130	180	200	131	180	200				260	400	106	233	157	217	200	157	217	200				A1	cold	100	1	150	50	100	1	225	75	100	1	300	100	A2	cold	100	1	150	50	100	1	225	75	100	1	300	100															Elite				Elite				Elite								1	1	3	75	120	0
