code	name	type	type2	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable																																																			
w74	Spirit Mask (Grade 4)	pelt	tier	100		4	1	361	499			235	0		54		61	18	19680		w74		403	dr1	dr1	w74	w74	w74			2	2	1	3	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
w94	Spirit Mask (Grade 5)	pelt	tier	100		4	1	506	698			340	0		54		76	23	40282		w94		403	dr1	dr1	w94	w94	w94			2	2	1	3	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
e24	Spirit Mask (Grade 6)	pelt	tier	100		4	1	692	946			494	0		54		87	27	73582		e24		404	dr1	dr1	e24	e24	e24			2	2	1	4	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
@51	Spirit Mask (Sacred)	qplt		100		1	1	1043	1170			594	0		54		87	30	73582		@51		404	dr1	dr1	@51	@51	@51			2	2	1	4	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
608	Splint Mail (Grade 1)	tors	tier			20	1	149	299			61	0		75		10	3	471		608		401	spl	spl	608	608	608		1	2	3	1	2	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255		1		1	1					255					255					255			2	8		xxx	xxx			1																																																			
654	Splint Mail (Grade 2)	tors	tier			20	1	246	469			88	0		75		24	7	2729		654		403	spl	spl	654	654	654		1	2	3	1	3	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
700	Splint Mail (Grade 3)	tors	tier			20	1	375	700			128	0		75		39	11	9457		700		404	spl	spl	700	700	700		1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
746	Splint Mail (Grade 4)	tors	tier			20	1	547	999			186	0		75		53	16	23329		746		404	spl	spl	746	746	746		1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
792	Splint Mail (Grade 5)	tors	tier			20	1	764	1387			270	0		75		68	20	51134		792		405	spl	spl	792	792	792		1	2	3	1	5	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
Ysh5	Yshari Shield	###4				0	0	1010	1205			0	500	0	50		84	30	58838		Ysh5		406	spk	buc	Ysh5	Ysh5	Ysh5		7	2	3	1	0	2	flpspk	lab_shield		lab_shield												item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
838	Splint Mail (Grade 6)	tors	tier			20	1	1041	1878			391	0		75		82	24	97952		838		406	spl	spl	838	838	838		1	2	3	1	6	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@09	Splint Mail (Sacred)	qtor				2	1	2613	3031			563	0		75		82	30	97952		@09		406	spl	spl	@09	@09	@09		1	2	3	1	6	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
603	Studded Leather (Grade 1)	tors	tier			20	1	70	144			31	0		45		6	1	175		603		401	stu	stu	603	603	603		1	2	3	1	2	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255		1		1	1					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
649	Studded Leather (Grade 2)	tors	tier			20	1	128	234			45	0		45		20	6	1206		649		403	stu	stu	649	649	649		1	2	3	1	3	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
695	Studded Leather (Grade 3)	tors	tier			20	1	208	363			65	0		45		35	10	4590		695		404	stu	stu	695	695	695		1	2	3	1	4	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
741	Studded Leather (Grade 4)	tors	tier			20	1	310	527			95	0		45		49	14	11716		741		404	stu	stu	741	741	741		1	2	3	1	4	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
787	Studded Leather (Grade 5)	tors	tier			20	1	439	738			137	0		45		64	19	26078		787		405	stu	stu	787	787	787		1	2	3	1	5	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
833	Studded Leather (Grade 6)	tors	tier			20	1	600	1002			199	0		45		78	23	50176		833		406	stu	stu	833	833	833		1	2	3	1	6	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@04	Studded Leather (Sacred)	qtor				2	1	2392	2593			499	0		45		78	30	50176		@04		406	stu	stu	@04	@04	@04		1	2	3	1	6	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
w20	Targe (Grade 1)	ashd	tier	100		4	1	42	80			0	13	1	40		4	1	108		w20		401	pa1	spk	w20	w20	w20		7	2	2	1	1	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
w40	Targe (Grade 2)	ashd	tier	100		4	1	82	138			0	19	1	40		18	5	798		w40		402	pa1	spk	w40	w40	w40		7	2	2	1	2	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
w60	Targe (Grade 3)	ashd	tier	100		4	1	135	215			0	27	1	40		33	10	3178		w60		402	pa1	spk	w60	w60	w60		7	2	2	1	2	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
w80	Targe (Grade 4)	ashd	tier	100		4	1	206	318			0	40	1	40		48	14	8653		w80		403	pa1	spk	w80	w80	w80		7	2	2	1	3	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
e10	Targe (Grade 5)	ashd	tier	100		4	1	294	445			0	59	1	40		62	18	18505		e10		403	pa1	spk	e10	e10	e10		7	2	2	1	3	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
e30	Targe (Grade 6)	ashd	tier	100		4	1	406	608			0	85	1	40		75	23	36784		e30		404	pa1	spk	e30	e30	e30		7	2	2	1	4	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
@57	Targe (Sacred)	qaur		100		1	1	1597	1699			0	437	1	40		75	30	36784		@57		404	pa1	spk	@57	@57	@57		7	2	2	1	4	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
k03	Tiara (Grade 1)	circ	tier	100		8	1	31	67			0	21		20		13	4	445		k03		402	lit	lit	k03	k03	k03			2	2	1	2	1	flpci1	invci2														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			1	2		xxx	xxx			1																																																			
k07	Tiara (Grade 2)	circ	tier	100		8	1	54	106			0	37		20		27	8	2119		k07		402	lit	lit	k07	k07	k07			2	2	1	2	1	flpci1	invci2														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1																																																			
k11	Tiara (Grade 3)	circ	tier	100		8	1	86	162			0	61		20		41	12	6266		k11		402	lit	lit	k11	k11	k11			2	2	1	2	1	flpci1	invci2														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1																																																			
k15	Tiara (Grade 4)	circ	tier	100		8	1	127	232			0	96		20		56	17	15293		k15		403	lit	lit	k15	k15	k15			2	2	1	3	1	flpci1	invci2														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1																																																			
k19	Tiara (Grade 5)	circ	tier	100		8	1	180	322			0	147		20		73	21	32175		k19		403	lit	lit	k19	k19	k19			2	2	1	3	1	flpci1	invci2														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1																																																			
k23	Tiara (Grade 6)	circ	tier	100		8	1	247	437			0	220		20		88	25	59946		k23		404	lit	lit	k23	k23	k23			2	2	1	4	1	flpci1	invci2														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1																																																			
