Id	hcIdx	BaseId	NextInClass	MonStatsEx	MonProp	NameStr	DescStr	* category	* comment	*PresetLevel	* Marco / loc	enabled	killable	Align	switchai	noAura	boss	primeevil	petIgnore	flying	threat	Code	TransLvl	AI	Velocity	Run	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	aidel	aidel(N)	aidel(H)	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	noRatio	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	Crit	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	DamageRegen	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	MonType	MonSound	isMelee	lUndead	hUndead	demon	TreasureClass1	TreasureClass1(N)	TreasureClass1(H)	isSpawn	MinGrp	MaxGrp	Rarity	sparsePopulate	rangedtype	minion1	minion2	PartyMin	PartyMax	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	placespawn	spawn	spawnx	spawny	spawnmode	SetBoss	BossXfer	opendoors	nomultishot	neverCount	interact	npc	inventory	inTown	deathDmg	genericSpawn	SkillDamage	UMonSound	zoo	SendSkills	Level	Level(N)	Level(H)	*eol
brainpower_res	2218	brainpower		brainpower	other	HowlingAa		Reanimates				1	1		1						10	!S	1	AbyssKnight	10	11	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				1	1	1	99	99	99				3	2	1	Enemy Divine App	A1	20	N Superbeast	A2	4																			4920	6000	160	50	60	70	550							6120	7320	160	50	76	100	550							7320	8640	160	50	93	130	550							0		39	39	39	0																				wolf				1				1	4	6	1																																																										140	100	100	-20	-20	-20																							1	1				1					wolf			85	101	120	0
dead2_res	2219	dead1	dead3	dead2	other_FI	HungryDead	StrAbsFire	Reanimates				1	1		1						10	ZM	1	Zombie	3	3	80	80	80	100	100	100	45	45	45				40	50	60													3	2	1																									1440	1800	100	80	15	23	200	15	23	200				1440	1800	100	80	15	23	200	15	23	200				2520	2700	100	80	15	23	200	15	23	200				0		4	4	4	0									15	15	15	15	10		35	35	35	35	zombie	zombie	1	1						1	3	4	1							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100	A2	pois	100	25	50	50	100	45	70	75	100	65	90	100																								140	100	100	-20	-20	-20																												1					zombieunique	1		6	48	110	0
archskel3_res	2220	archskel1	archskel4	archskel3	other_CO	BoneArcher	StrAbsCold	Reanimates				1	1		1						10	SK	2	SkeletonBow	5	5	80	80	80	85	90	95	3	2	1	10	10	10	5	5	5	40	40	40										3	2	1																skbowarrow3									960	1200	100	80	25	26	100							960	1200	100	80	15	19	100							2280	2400	100	80	5	13	100							0		25	25	25	0									15	15	15	15	10		35	35	35	35	skeleton	sk_archer		1						1	2	4	1		1					A1	cold	100	20	40	15	100	40	60	30	100	60	80	45																																						140	100	100	-20	-20	-20																							1					1					sk_archer			21	55	110	0
archskel4_res	2221	archskel1	archskel5	archskel4	other_FI	BurningDeadArcher	StrAbsFire	Reanimates				1	1		1						10	SK	3	SkeletonBow	6	6	80	80	80	90	95	100	3	2	1	10	10	10	5	5	5	40	40	40										3	2	1																skbowarrow4									960	1200	100	80	25	26	100							960	1200	100	80	15	19	100							2280	2400	100	80	5	13	100							0		35	35	35	0									15	15	15	15	10		35	35	35	35	skeleton	sk_archer		1						1	2	4	1		1					A1	fire	100	25	50		100	45	70		100	65	90																																							140	100	100	-20	-20	-20																							1					1					sk_archer			35	74	110	0
archskel5_res	2222	archskel1	elite_archskel5	archskel5	other_LI	HorrorArcher	StrAbsLtng	Reanimates				1	1		1						10	SK	4	SkeletonBow	6	6	80	80	80	95	100	100	3	2	1	10	10	10	5	5	5	40	40	40										3	2	1																skbowarrow5									960	1200	100	80	25	26	100							960	1200	100	80	15	19	100							2280	2400	100	80	5	13	100							0		45	45	45	0									15	15	15	15	10		35	35	35	35	skeleton	sk_archer		1						1	2	4	1		1					A1	ltng	100	1	80		100	1	120		100	1	160																																							140	100	100	-20	-20	-20																							1					1					sk_archer			37	74	110	0
infernalteddy5_res	2223	infernalteddy1	elite_infernalteddy5	infernalteddy5	infernalteddy5_CO	SilverTitan	StrAbsCold	Reanimates				1	1		1						10	io	3	Brute	9	9	80	80	80				5	0	0	95	100	100	50	50	50													3	2	1																									1800	2040	120	105	25	35	200	25	35	200				1800	2040	120	105	25	35	200	25	35	200				2700	2820	120	105	25	35	200	25	35	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	brute	brute	1							1	3	5	1							A1	stun	100			50	100			100	100			150																																						140	100	100	-20	-20	-20																							1					1					brute			39	76	110	0
l_priest_res	2224	l_priest		l_priest	l_priest	ScrewThisAndJustKillEveryone	mon_elite	Reanimates				1	1		1						10	1!	0	AbyssKnight	10	11	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99				3	2	1	Mon Tknife	A2	1	Mon Tknife	A2	1																			16800	16800	550	300	75	125	950	75	125	950				19200	19200	550	300	88	150	950	88	150	950				1512	1512	550		100	175	950	100	175	950				0		50	50	50	0																			priests	unraveler				1				1	1	1	1		1																																																								140	100	100	-20	-20	-20																												1					unraveler			95	101	120	0
elite_rogue2hA_res	2225	rogue2h1		elite_rogue2hA	other_FI	BloodfireRogueZ	StrAbsFire	Reanimates				1	1		1						10	CR	2	CorruptLancer	10	20	80	80	80	100	100	100	100	100	100	1	1	1	25	25	25	10	10	10	50	50	50	5	5	5				3	2	1				Takedown	A1	15	Holy Armor	A1	9																2880	3396	116	280	26	33	186							2520	2976	99	210	33	41	186							2880	3084	83	140	39	49	186							0		4	4	4	0									15	15	15	15	10		35	35	35	35	corruptrogue	cr_lancer	1			1				1	5	8	1	36																																																									140	100	100	-20	-20	-20																							1					1					cr_lancer			19	75	110	0
empty_inflate5_res	2226	empty_inflate5		empty_inflate5	other_CO	IcedSoulAa	StrAbsCold	Reanimates				1	1		1						10	BH	2	PantherJavelin	12	13	80	80	80	100	100	100	100	100	100	9	9	9	25	25	25	2	2	2	40	40	40							3	2	1																iceexplozorbolt									3000	3600	150	270	42	58	280							3744	4500	150	270	52	73	280							4500	5400	150	270	63	88	280							0		11	11	11	0									15	15	15	15	10		35	35	35	35	bighead	bighead				1				1	3	4	1	36	1																																																								140	100	100	-20	-20	-20																							1	1				1					bighead			41	73	110	0
blotM2_res	2227	blotM_stage4		blotM	other_PO	Hemoplague	StrAbsPois	Reanimates				1	1					1			10	&D	0	SkeletonMage	5	5	80	80	80	80	80	80	10	10	10	30	30	30	10	10	10	70	70	70	15	15	15	20	20	20	1	1	1	3	2	1	SkeletonRaise	seq_skeletonraise	1													blotstage2									12960	14760	200	250										16200	18432	200	250										19440	22140	200	250										0		15	15	15	0									15	15	15	15	10		35	35	35	35		tentaclehead				1				1	1	1	1	36		blotM_stage2		3	3																																																				140	100	100	-20	-20	-20																					1	1	1					1					tentaclehead			25	80	110	0
zakarumslave2_res	2228	zakarumslave1	zakarumslave3	zakarumslave2	zakarumslave1_FI	CrimsonTemplar	StrAbsFire	Reanimates				1	1		1						10	ZZ	1	DoomKnight	10	10	80	80	80	75	85	90	55	55	55	20	20	20	8	8	8	45	45	45										3	2	1																									480	720	40	70	15	30	200	15	20	200				480	720	40	70	15	30	200	15	20	200				2040	2160	40	70	15	30	200	15	20	200				0		20	20	20	0									15	15	15	15	10		35	35	35	35	priests	zealot	1							1	3	5	1																																																										140	100	100	-20	-20	-20																							1					1					zealot			29	66	110	0
ureh_dead_res	2229	ureh_dead		ureh_dead	ureh_dead	Citizen	mon_ureh_dead	Reanimates				1	1		1						10	ZM	0	Zombie	6	6	80	80	80	100	100	100	40	40	40				30	40	50													3	2	1																									2640	3180	70	150	105	110	800	105	110	800				2640	3180	70	150	108	118	800	108	118	800				3120	3384	70	150	110	125	800	110	125	800				0		3	3	3	50	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	zombie	zombie	1	1						1	6	10	1	95						A1	pois	100	25	150	150	100	45	170	150	100	65	190	150	A2	pois	100	25	150	150	100	45	170	150	100	65	190	150																								140	100	100	-20	-20	-20																												1					zombieunique	1		90	101	120	0
elite_succubusclanA_res	2230	succubusclan1		elite_succubusclanA	other_LI	SilverboltAa	StrAbsLtng	Reanimates				1	1		1						10	0C	3	FetishBlowgun	14	15	80	80	80	30	30	30	95	95	95																			3	2	1	SkeletonRaise	A1	1													couatllightning									1680	2196	86	50	4	16	318							2100	2736	86	50	5	20	318							3060	3444	86	50	6	24	318							0		46	46	46	0									15	15	15	15	10		35	35	35	35	succubus	succubus				1				1	2	3	1	36	1																																																								140	100	100	-20	-20	-20																							1					1					succubus			35	74	110	0
infernalteddy1_res	2231	infernalteddy1	infernalteddy2	infernalteddy1	other_LI	Protector	StrAbsLtng	Reanimates				1	1		1						10	YE	4	Brute	5	5	80	80	80				25	20	15	75	80	85	50	50	50													3	2	1																									1800	2040	120	105	25	35	200	25	35	200				1800	2040	120	105	25	35	200	25	35	200				2700	2820	120	105	25	35	200	25	35	200				0		6	6	6	0									15	15	15	15	10		35	35	35	35	brute	brute	1							1	3	5	1																																																										140	100	100	-20	-20	-20																							1					1					brute	1		3	45	110	0
infernalteddy2_res	2232	infernalteddy1	infernalteddy3	infernalteddy2	other_CO	Sasquatch	StrAbsCold	Reanimates				1	1		1						10	YE	1	Brute	6	6	80	80	80				20	15	10	80	85	90	50	50	50													3	2	1																									1800	2040	120	105	25	35	200	25	35	200				1800	2040	120	105	25	35	200	25	35	200				2700	2820	120	105	25	35	200	25	35	200				0		6	6	6	0									15	15	15	15	10		35	35	35	35	brute	brute	1							1	3	5	1																																																										140	100	100	-20	-20	-20																							1					1					brute	1		8	48	110	0
infernalteddy3_res	2233	infernalteddy1	infernalteddy4	infernalteddy3	infernalteddy3_FI	BronzeTitan	StrAbsFire	Reanimates				1	1		1						10	YE	3	Brute	9	9	80	80	80				10	5	0	90	95	100	50	50	50													3	2	1																									1800	2040	120	105	25	35	200	25	35	200				1800	2040	120	105	25	35	200	25	35	200				2700	2820	120	105	25	35	200	25	35	200				0		6	6	6	0									15	15	15	15	10		35	35	35	35	brute	brute	1							1	3	5	1							A1	stun	100			50	100			100	100			150																																						140	100	100	-20	-20	-20																							1					1					brute	1		34	71	110	0
infernalteddy4_res	2234	infernalteddy1	infernalteddy5	infernalteddy4	infernalteddy4_LI	GoldTitan	StrAbsLtng	Reanimates				1	1		1						10	YE	2	Brute	9	9	80	80	80				10	5	0	90	95	100	50	50	50													3	2	1																									1800	2040	120	105	25	35	200	25	35	200				1800	2040	120	105	25	35	200	25	35	200				2700	2820	120	105	25	35	200	25	35	200				0		6	6	6	0									15	15	15	15	10		35	35	35	35	brute	brute	1							1	3	5	1							A1	stun	100			50	100			100	100			150																																						140	100	100	-20	-20	-20																							1					1					brute	1		34	71	110	0
sew_trapmin_res	2235	sew_trapmin_res		sew_yeti		sew_trapmin		Reanimates				1	1							1	10	io	0	Brute	6	10	120	120	120				0	0	0	90	90	94	40	50	50													15	14	13																									12000	12000	600	198	100	125	600	100	125	600				12000	12000	600	198	100	125	600	100	125	600				12000	12000	600	198	100	125	600	100	125	600				0		50	50	50	5	1000	25	95	95	95	95	1000	25	95	95	95	95	1000	25	95	95	95	95	snowyeti	brute	1							1	1	1	1							A1	stun	100	32	48	50	100	75	100	50	100	75	100	50	A2	cold	33				33	33	55	50	33	33	55	75																								140	100	100	-20	-20	-20																																	brute			85	101	120	0
killermoo3_res	2236	killermoo1	killermoo4	killermoo3	other_CO	SteelLord	StrAbsCold	Reanimates				1	1		1						11	L3	4	Mosquito	5	6	80	80	80							95	95	95	50	50	50													3	2	1	Time Strike	A2	1																						1800	2040	130	120	13	15	225	13	15	225				1800	2040	130	120	13	15	225	13	15	225				2700	2820	130	120	13	15	225	13	15	225				0		50	50	50	0									15	15	15	15	10		35	35	35	35	bloodlord	bloodlord	1			1				1	2	4	1							A2	rand	100	20	40	25	100	40	60	50	100	60	80	75	A1	rand	100	20	40	25	100	40	60	50	100	60	80	75																								140	100	100	-20	-20	-20																												1					bloodlord			40	78	110	0
evilpriest5_res	2237	evilpriest1	elite_evilpriest5	evilpriest5	other_FI	BloodMarquis	StrAbsFire	Reanimates				1	1		1						11	VA	4	Vampire	8	8	80	80	80	15	10	5	95	98	100	70	70	70	10	15	20	7	7	7										3	2	1	Slicer Blade	seq_cleric	3	Gamma Field	seq_cleric	8	Gamma Field	seq_cleric	10	Slicer Blade	seq_cleric	3													1200	1680	50	100	15	30	200	15	30	200	15	30	200	1200	1680	50	100	15	30	200	15	30	200	15	30	200	2400	2640	50	100	15	30	200	15	30	200	15	30	200	0		19	19	19	0									15	15	15	15	10		35	35	35	35	vampire	vampire		1						1	2	3	1							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																																						140	100	100	-20	-20	-20																							1					1					vampire			36	78	110	0
goatpriest1_res	2238	goatpriest1	goatpriest2	goatpriest1	other_PO	StoneClanGoat	StrAbsPois	Reanimates				1	1		1						10	GM	0	FallenShaman	6	6	80	80	80	35	45	55	70	75	80	80	70	60	25	30	35	25	30	35										3	2	1	Corpse Explosion	seq_goatpriest	7	Pain Spirit	seq_goatpriest	3																			1920	2160	150	100	25	40	100							1920	2160	150	100	25	40	100							2760	2880	150	100	25	40	100							0		5	5	5	0									15	15	15	15	10		35	35	35	35	goatman	goatman	1			1				1	1	1	1			goatwarrior1		3	4																																																				140	100	100	-20	-20	-20																					1		1					1					goatman			14	53	110	0
shadowcreeperM_res	2239	shadowcreeperM	shadowcreeperM2	shadowcreeperM	shadowcreeperM_PO	ClawstormM	StrAbsPois	Reanimates				1	1					1			10	1C	0	Andariel	8	8	80	80	80	10	10	10	3	3	3	25	25	25	25	25	25													3	2	1	Lorenado	A1	32	Lorenado	A1	12																			4320	4920	200	250	43	52	400	43	52	400	43	52	400	5400	6144	200	250	54	65	400	54	65	400	54	65	400	6480	7380	200	250	65	78	400	65	78	400	65	78	400	0		3	3	3	0									15	15	15	15	10		35	35	35	35	demon	firegolem				1				1	1	1	1		1	shadowcreeperM		2	2	A1	stun					100			50	100			250																																						140	100	100	-20	-20	-20																					1	1	1					1					firegolem			20	65	110	0
