!01	Naginata (1)
!03	Naginata (2)
!05	Naginata (3)
!06	Naginata (4)
!07	Naginata (Sacred)
!08	Raptor Scythe (1)
!1!	Warp Blade (2)
!10	Raptor Scythe (2)
!12	Raptor Scythe (3)
!13	Raptor Scythe (4)
!14	Raptor Scythe (Sacred)
!15	Bonesplitter (1)
!17	Bonesplitter (2)
!19	Bonesplitter (3)
!20	Bonesplitter (4)
!21	Bonesplitter (Sacred)
!22	Mammen Axe (1)
!24	Mammen Axe (2)
!26	Mammen Axe (3)
!27	Mammen Axe (4)
!28	Mammen Axe (Sacred)
!3!	Warp Blade (3)
!30	Hammerhead Axe (2)
!32	Hammerhead Axe (3)
!33	Hammerhead Axe (4)
!34	Hammerhead Axe (Sacred)
!35	Ono (1)
!37	Ono (2)
!39	Ono (3)
!4!	Warp Blade (4)
!40	Ono (4)
!41	Ono (Sacred)
!42	Valaska (1)
!44	Valaska (2)
!46	Valaska (3)
!47	Valaska (4)
!48	Valaska (Sacred)
!49	Labrys (1)
!5!	Warp Blade (Sacred)
!51	Labrys (2)
!53	Labrys (3)
!54	Labrys (4)
!55	Labrys (Sacred)
!56	Flamen Staff (1)
!58	Flamen Staff (2)
!60	Flamen Staff (3)
!61	Flamen Staff (4)
!62	Flamen Staff (Sacred)
!63	Marrow Staff (1)
!65	Marrow Staff (2)
!67	Marrow Staff (3)
!68	Marrow Staff (4)
!69	Marrow Staff (Sacred)
!70	Hexblade (1)
!72	Hexblade (2)
!74	Hexblade (3)
!75	Hexblade (4)
!76	Hexblade (Sacred)
!77	Spirit Edge (1)
!79	Spirit Edge (2)
!81	Spirit Edge (3)
!82	Spirit Edge (4)
!83	Spirit Edge (Sacred)
!84	Holy Lance (1)
!86	Holy Lance (2)
!88	Holy Lance (3)
!89	Holy Lance (4)
!90	Holy Lance (Sacred)
!91	Tepoztopilli (1)
!93	Tepoztopilli (2)
!95	Tepoztopilli (3)
!96	Tepoztopilli (4)
!97	Tepoztopilli (Sacred)
!98	Warp Blade (1)
!@1	\dgreen;Evil Eye of the Clawstorm
!@2	\dgreen;Evil Eye of the Landmass
!@3	\dgreen;Evil Eye of the Glowing Blob
!@4	\dgreen;Evil Eye of the Fairy Witch
!@5	\dgreen;Evil Eye of the Bane Hunter
!@6	\dgreen;Dogma of Suffering
!@7	\dgreen;Dogma of Pain
!@8	\dgreen;Dogma of Hatred
!@9	\dgreen;Dogma of Terror
!@A	\dgreen;Dogma of Destruction
!@B	\dgreen;Signet of Skill
##.	\gold;Neutrality Pact
##^	\dgreen;Custom Signet of Learning
#01	\orange;Lord Aldric Jitan Trophy
#02	\orange;Legacy of Blood Trophy
#03	\orange;Judgement Day Trophy
#04	\orange;Akarat Trophy
#05	\orange;Kingdom of Shadow Trophy
#06	\orange;Duncraig Trophy
#07	\orange;Rathma Square Trophy
#08	\orange;Cathedral of Light Trophy
#09	\orange;Tran Athulua Trophy
#10	\orange;Quov Tsin Trophy
#11	\orange;Astrogha Trophy
#12	\orange;The Lord of Sin Trophy
#13	\orange;Viz-jun Trophy
#14	\orange;Archbishop Lazarus Trophy
#15	\orange;Triune Trophy
#16	\orange;Uldyssian's Trophy
#17	\orange;Black Road Trophy
#1^	\gold;Diablo's Essence
#2^	\orange;Pandora's Box
#X0	Gem
#X1	Реагент Куба (Секретный)\n\orange;Emblem of Suffering
#X2	Реагент Куба (Секретный)\n\orange;Emblem of Pain
#X3	Реагент Куба (Секретный)\n\orange;Emblem of Hatred
#X4	Реагент Куба (Секретный)\n\orange;Emblem of Terror
#X5	Реагент Куба (Секретный)\n\orange;Emblem of Destruction
#X6	Реагент Куба (Секретный)\n\orange;Emblem of Lies
#X7	Level Challenge 0
#X8	\red;Instructions\nLevel Challenge 0
#X9	Реагент Куба\n\orange;Griswold's Treasure
#Y^	Creator's Hand\nCongratulations!
&66	\orange;Mystic Orb\nKara's Trinket
skillxan140	 
skillxan141	 
skillxan142	 
skillxan143	 
skillxan144	 
skillxan145	 
skillxan146	 
skillxan147	 
skillxan148	 
skillxan149	 
skillxan15	 
skillxan150	 
skillxan151	 
skillxan152	 
skillxan153	 
skillxan154	 
skillxan155	 
skillxan16	 
skillxan17	 
skillxan18	 
skillxan19	 
skillxan2	 
skillxan20	 
skillxan21	 
skillxan22	 
skillxan23	 
skillxan24	 
skillxan25	 
skillxan26	 
skillxan27	 
skillxan28	 
skillxan29	 
skillxan3	 
skillxan30	 
skillxan31	 
skillxan32	 
skillxan33	 
skillxan34	 
skillxan35	 
skillxan36	 
skillxan37	 
skillxan38	 
skillxan39	 
skillxan4	 
skillxan40	 
skillxan41	 
skillxan42	 
skillxan43	 
skillxan44	 
skillxan45	 
skillxan46	 
skillxan47	 
skillxan48	 
skillxan49	 
skillxan5	 
skillxan50	 
skillxan51	 
skillxan52	 
skillxan53	 
skillxan54	 
skillxan55	 
skillxan56	 
skillxan57	 
skillxan58	 
skillxan59	 
skillxan6	 
skillxan60	 
skillxan61	 
skillxan62	 
skillxan63	 
skillxan64	 
skillxan65	 
skillxan66	 
skillxan67	 
skillxan68	 
skillxan69	 
skillxan7	 
skillxan70	 
skillxan71	 
skillxan72	 
skillxan73	 
skillxan74	 
skillxan75	 
skillxan76	 
skillxan77	 
skillxan78	 
skillxan79	 
skillxan8	 
skillxan80	 
skillxan81	 
skillxan82	 
skillxan83	 
skillxan84	 
skillxan85	 
skillxan86	 
skillxan87	 
skillxan88	 
skillxan89	 
skillxan9	 
skillxan90	 
skillxan91	 
skillxan92	 
skillxan93	 
skillxan94	 
skillxan95	 
skillxan96	 
skillxan97	 
skillxan98	 
skillxan99	 
skillxld0	 
skillxld1	 
skillxld10	 
skillxld100	 
skillxld101	 
skillxld102	 
skillxld103	 
skillxld104	 
skillxld105	 
skillxld106	 
skillxld107	 
skillxld108	 
skillxld109	 
skillxld11	cold arrows only do half of their regular damage/nby adding cold damage and a slowing effect/nmagically enhances your arrows or bolts
skillxld110	 
skillxld111	 
skillxld112	 
skillxld113	 
skillxld114	 
skillxld115	 
skillxld116	 
skillxld117	 
skillxld118	и добавляет урон молнией к вашим атакам/nэлектричества, повреждая близких врагов/nбудучи активной, аура вызывает импульсы
skillxld119	 
skillxld12	 
skillxld120	 
skillxld121	 
skillxld122	и уровень атаки ваш и вашей группы/nбудучи активной, аура повышает урон, скорость атаки,
skillxld123	 
skillxld124	Ваша жизнь и мана/nзабирает души врагов/nкогда активна, аура пытается искупить
skillxld124P	your life and mana/nthe souls of slain enemies to give/nwhen active, aura attempts to redeem
skillxld125	 
skillxld126	 
skillxld127	 
skillxld128	 
skillxld129	 
skillxld13	 
skillxld130	 
skillxld131	 
skillxld132	 
skillxld133	 
skillxld134	 
skillxld135	 
skillxld136	 
skillxld137	 
skillxld138	 
skillxld139	 
skillxld14	 
skillxld140	 
skillxld141	 
skillxld142	 
skillxld143	 
skillxld144	 
skillxld145	 
skillxld146	 
skillxld147	 
skillxld148	 
skillxld149	 
skillxld15	 
skillxld150	 
skillxld151	 
skillxld152	 
skillxld153	 
skillxld154	 
skillxld155	 
skillxld16	при контакте, поражает всех врагов вблизи/nзаряжает стрелу или арб.снаряд, чтобы он взорвался
skillxld17	 
skillxld18	 
skillxld19	 
skillxld2	 
skillxld20	 
skillxld21	замораживает ваших врагов,/nмагически заряжает вашу стрелу или арб.снаряд
skillxld22	 
skillxld23	 
skillxld24	 
skillxld25	 
skillxld26	 
skillxld27	создается пламя при ударе/nнаносит небольшой урон огнем и/nзаряжает стрелы и арб. снаряды
skillxld28	 
skillxld29	 
skillxld3	 
skillxld30	 
skillxld31	для заморозки групп врагов/nмагически заряжает стрелу или арб. снаряд
skillxld32	 
skillxld33	 
skillxld34	 
skillxld35	 
skillxld36	 
skillxld37	 
skillxld38	 
skillxld39	 
skillxld4	 
skillxld40	 
skillxld41	 
skillxld42	здоровье всех ближайших врагов/nсоздает электрическое поле, снижающее
skillxld43	 
skillxld44	 
skillxld45	 
skillxld46	 
skillxld47	 
skillxld48	 
skillxld49	 
skillxld5	 
skillxld50	 
skillxld51	 
skillxld52	 
skillxld53	 
skillxld54	 
skillxld55	 
skillxld56	 
skillxld57	 
skillxld58	 
skillxld59	 
skillxld6	 
skillxld60	 
skillxld61	 
skillxld62	 
skillxld63	пассивно - повышает урон, причиняемый вашими заклинаниями молнии 
skillxld64	 
skillxld65	 
skillxld66	 
skillxld67	 
skillxld68	 
skillxld69	 
skillxld7	or bolts with fire/nmagically enhances your arrows
skillxld70	 
skillxld71	 
skillxld72	 
skillxld73	 
skillxld74	 
skillxld75	 
skillxld76	 
skillxld77	 
skillxld78	 
skillxld79	 
skillxld8	cold arrows only do half of their regular damage/nby adding cold damage and a slowing effect/nmagically enhances your arrows or bolts
skillxld80	 
skillxld81	 
skillxld82	 
skillxld83	 
skillxld84	 
skillxld85	 
skillxld86	не снимается другими заклятиями/nцелью всех ближайших монстров,/nпроклятие монстра, он становится
skillxld87	 
skillxld88	 
skillxld89	 
skillxld9	 
skillxld90	 
skillxld91	 
skillxld92	 
skillxld93	 
skillxld94	 
skillxld95	 
skillxld96	 
skillxld97	 
skillxld98	 
skillxld99	 
skillxname0	 
skillxname1	 
skillxname10	 
skillxname100	 
skillxname101	 
skillxname102	 
skillxname103	 
skillxname104	 
skillxname105	 
skillxname106	 
skillxname107	 
skillxname108	 
skillxname109	 
skillxname11	 
skillxname110	 
skillxname111	 
skillxname112	 
skillxname113	 
skillxname114	 
skillxname115	 
skillxname116	 
skillxname117	 
skillxname118	 
skillxname119	 
skillxname12	 
skillxname120	 
skillxname121	 
skillxname122	 
